distance|label|source|source_id|source_type|source_url|target_id|target_type
91425|associated_with|ENCODE cCRE|SO_000165:chr1_832182_832498|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
90881|associated_with|ENCODE cCRE|SO_000165:chr1_832887_833042|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
90881|associated_with|ENCODE cCRE|SO_000165:chr1_832887_833042|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
90402|associated_with|ENCODE cCRE|SO_000165:chr1_833359_833521|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
90402|associated_with|ENCODE cCRE|SO_000165:chr1_833359_833521|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
89343|associated_with|ENCODE cCRE|SO_000165:chr1_834398_834580|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
89343|associated_with|ENCODE cCRE|SO_000165:chr1_834398_834580|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
88091|associated_with|ENCODE cCRE|SO_000165:chr1_835541_835832|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
88091|associated_with|ENCODE cCRE|SO_000165:chr1_835541_835832|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
85956|associated_with|ENCODE cCRE|SO_000165:chr1_837632_837967|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
85956|associated_with|ENCODE cCRE|SO_000165:chr1_837632_837967|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
85244|associated_with|ENCODE cCRE|SO_000165:chr1_838332_838679|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
85244|associated_with|ENCODE cCRE|SO_000165:chr1_838332_838679|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
83066|associated_with|ENCODE cCRE|SO_000165:chr1_840695_840857|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
83066|associated_with|ENCODE cCRE|SO_000165:chr1_840695_840857|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
81911|associated_with|ENCODE cCRE|SO_000165:chr1_841712_842012|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
81911|associated_with|ENCODE cCRE|SO_000165:chr1_841712_842012|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
81535|associated_with|ENCODE cCRE|SO_000165:chr1_842236_842388|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
81535|associated_with|ENCODE cCRE|SO_000165:chr1_842236_842388|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
80806|associated_with|ENCODE cCRE|SO_000165:chr1_842778_843117|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
80806|associated_with|ENCODE cCRE|SO_000165:chr1_842778_843117|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
80351|associated_with|ENCODE cCRE|SO_000165:chr1_843383_843572|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
80351|associated_with|ENCODE cCRE|SO_000165:chr1_843383_843572|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
79640|associated_with|ENCODE cCRE|SO_000165:chr1_843994_844283|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
79640|associated_with|ENCODE cCRE|SO_000165:chr1_843994_844283|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
79086|associated_with|ENCODE cCRE|SO_000165:chr1_844492_844837|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
79086|associated_with|ENCODE cCRE|SO_000165:chr1_844492_844837|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
77947|associated_with|ENCODE cCRE|SO_000165:chr1_845638_845976|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
77947|associated_with|ENCODE cCRE|SO_000165:chr1_845638_845976|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
75994|associated_with|ENCODE cCRE|SO_000165:chr1_847674_847929|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
75994|associated_with|ENCODE cCRE|SO_000165:chr1_847674_847929|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
73299|associated_with|ENCODE cCRE|SO_000165:chr1_850421_850624|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
73299|associated_with|ENCODE cCRE|SO_000165:chr1_850421_850624|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
72148|associated_with|ENCODE cCRE|SO_000165:chr1_851454_851775|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
72148|associated_with|ENCODE cCRE|SO_000165:chr1_851454_851775|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
71834|associated_with|ENCODE cCRE|SO_000165:chr1_851886_852089|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
71834|associated_with|ENCODE cCRE|SO_000165:chr1_851886_852089|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
68438|associated_with|ENCODE cCRE|SO_000165:chr1_855335_855485|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
68438|associated_with|ENCODE cCRE|SO_000165:chr1_855335_855485|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
65643|associated_with|ENCODE cCRE|SO_000165:chr1_858049_858280|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
65643|associated_with|ENCODE cCRE|SO_000165:chr1_858049_858280|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
58983|associated_with|ENCODE cCRE|SO_000165:chr1_864693_864940|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
58983|associated_with|ENCODE cCRE|SO_000165:chr1_864693_864940|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
58716|associated_with|ENCODE cCRE|SO_000165:chr1_864956_865207|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
58716|associated_with|ENCODE cCRE|SO_000165:chr1_864956_865207|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
58311|associated_with|ENCODE cCRE|SO_000165:chr1_865421_865612|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
58311|associated_with|ENCODE cCRE|SO_000165:chr1_865421_865612|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
57826|associated_with|ENCODE cCRE|SO_000165:chr1_865784_866097|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
57826|associated_with|ENCODE cCRE|SO_000165:chr1_865784_866097|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
57589|associated_with|ENCODE cCRE|SO_000165:chr1_866117_866334|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
57589|associated_with|ENCODE cCRE|SO_000165:chr1_866117_866334|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
57359|associated_with|ENCODE cCRE|SO_000165:chr1_866397_866564|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
57359|associated_with|ENCODE cCRE|SO_000165:chr1_866397_866564|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
41489|associated_with|ENCODE cCRE|SO_000165:chr1_882088_882434|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
41489|associated_with|ENCODE cCRE|SO_000165:chr1_882088_882434|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
33816|associated_with|ENCODE cCRE|SO_000165:chr1_889757_890107|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
33816|associated_with|ENCODE cCRE|SO_000165:chr1_889757_890107|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
33195|associated_with|ENCODE cCRE|SO_000165:chr1_890488_890728|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
33195|associated_with|ENCODE cCRE|SO_000165:chr1_890488_890728|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
32832|associated_with|ENCODE cCRE|SO_000165:chr1_890837_891091|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
32832|associated_with|ENCODE cCRE|SO_000165:chr1_890837_891091|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
25263|associated_with|ENCODE cCRE|SO_000165:chr1_898459_898660|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
25263|associated_with|ENCODE cCRE|SO_000165:chr1_898459_898660|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
24881|associated_with|ENCODE cCRE|SO_000165:chr1_898790_899042|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
24881|associated_with|ENCODE cCRE|SO_000165:chr1_898790_899042|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
16848|associated_with|ENCODE cCRE|SO_000165:chr1_906737_907075|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
16848|associated_with|ENCODE cCRE|SO_000165:chr1_906737_907075|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
16533|associated_with|ENCODE cCRE|SO_000165:chr1_907159_907390|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
16533|associated_with|ENCODE cCRE|SO_000165:chr1_907159_907390|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
16059|associated_with|ENCODE cCRE|SO_000165:chr1_907588_907864|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
16059|associated_with|ENCODE cCRE|SO_000165:chr1_907588_907864|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
15783|associated_with|ENCODE cCRE|SO_000165:chr1_907939_908140|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
15783|associated_with|ENCODE cCRE|SO_000165:chr1_907939_908140|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
15568|associated_with|ENCODE cCRE|SO_000165:chr1_908172_908355|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
15568|associated_with|ENCODE cCRE|SO_000165:chr1_908172_908355|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
7546|associated_with|ENCODE cCRE|SO_000165:chr1_916159_916377|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
7546|associated_with|ENCODE cCRE|SO_000165:chr1_916159_916377|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
7037|associated_with|ENCODE cCRE|SO_000165:chr1_916536_916886|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
7037|associated_with|ENCODE cCRE|SO_000165:chr1_916536_916886|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
6822|associated_with|ENCODE cCRE|SO_000165:chr1_916899_917101|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
6822|associated_with|ENCODE cCRE|SO_000165:chr1_916899_917101|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
6515|associated_with|ENCODE cCRE|SO_000165:chr1_917217_917408|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
6515|associated_with|ENCODE cCRE|SO_000165:chr1_917217_917408|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
1942|associated_with|ENCODE cCRE|SO_000165:chr1_921772_921981|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
1942|associated_with|ENCODE cCRE|SO_000165:chr1_921772_921981|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
2096|associated_with|ENCODE cCRE|SO_000165:chr1_927827_928113|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
2752|associated_with|ENCODE cCRE|SO_000165:chr1_928483_928832|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
3230|associated_with|ENCODE cCRE|SO_000165:chr1_928961_929117|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
3392|associated_with|ENCODE cCRE|SO_000165:chr1_929123_929304|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
4379|associated_with|ENCODE cCRE|SO_000165:chr1_930110_930334|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
4738|associated_with|ENCODE cCRE|SO_000165:chr1_930469_930707|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
5003|associated_with|ENCODE cCRE|SO_000165:chr1_930734_931023|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
5845|associated_with|ENCODE cCRE|SO_000165:chr1_931576_931807|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
6095|associated_with|ENCODE cCRE|SO_000165:chr1_931826_932076|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
6472|associated_with|ENCODE cCRE|SO_000165:chr1_932203_932508|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
6809|associated_with|ENCODE cCRE|SO_000165:chr1_932540_932829|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
7119|associated_with|ENCODE cCRE|SO_000165:chr1_932850_933051|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
7370|associated_with|ENCODE cCRE|SO_000165:chr1_933101_933436|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
7818|associated_with|ENCODE cCRE|SO_000165:chr1_933549_933888|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
9230|associated_with|ENCODE cCRE|SO_000165:chr1_934961_935118|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
9631|associated_with|ENCODE cCRE|SO_000165:chr1_935362_935577|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
10100|associated_with|ENCODE cCRE|SO_000165:chr1_935831_936173|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
10647|associated_with|ENCODE cCRE|SO_000165:chr1_936378_936653|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
10994|associated_with|ENCODE cCRE|SO_000165:chr1_936725_936970|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
11259|associated_with|ENCODE cCRE|SO_000165:chr1_936990_937337|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
11796|associated_with|ENCODE cCRE|SO_000165:chr1_937527_937858|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
12401|associated_with|ENCODE cCRE|SO_000165:chr1_938132_938393|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
12672|associated_with|ENCODE cCRE|SO_000165:chr1_938403_938750|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
13059|associated_with|ENCODE cCRE|SO_000165:chr1_938790_938981|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
13409|associated_with|ENCODE cCRE|SO_000165:chr1_939140_939401|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
13746|associated_with|ENCODE cCRE|SO_000165:chr1_939477_939682|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
13990|associated_with|ENCODE cCRE|SO_000165:chr1_939721_939997|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
14435|associated_with|ENCODE cCRE|SO_000165:chr1_940166_940514|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
15063|associated_with|ENCODE cCRE|SO_000165:chr1_940794_941033|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
15450|associated_with|ENCODE cCRE|SO_000165:chr1_941181_941341|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
15653|associated_with|ENCODE cCRE|SO_000165:chr1_941384_941557|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
15967|associated_with|ENCODE cCRE|SO_000165:chr1_941698_942032|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
16473|associated_with|ENCODE cCRE|SO_000165:chr1_942204_942409|enhancer|https://screen.wenglab.org/downloads|ensg00000187634|gene
16511|associated_with|ENCODE cCRE|SO_000165:chr1_942449_942745|enhancer|https://screen.wenglab.org/downloads|ensg00000188976|gene
16241|associated_with|ENCODE cCRE|SO_000165:chr1_942805_943015|enhancer|https://screen.wenglab.org/downloads|ensg00000188976|gene
15783|associated_with|ENCODE cCRE|SO_000165:chr1_943123_943473|enhancer|https://screen.wenglab.org/downloads|ensg00000188976|gene
15397|associated_with|ENCODE cCRE|SO_000165:chr1_943509_943859|enhancer|https://screen.wenglab.org/downloads|ensg00000188976|gene
15048|associated_with|ENCODE cCRE|SO_000165:chr1_943992_944208|enhancer|https://screen.wenglab.org/downloads|ensg00000188976|gene
14522|associated_with|ENCODE cCRE|SO_000165:chr1_944392_944734|enhancer|https://screen.wenglab.org/downloads|ensg00000188976|gene
14180|associated_with|ENCODE cCRE|SO_000165:chr1_944916_945076|enhancer|https://screen.wenglab.org/downloads|ensg00000188976|gene
13834|associated_with|ENCODE cCRE|SO_000165:chr1_945196_945422|enhancer|https://screen.wenglab.org/downloads|ensg00000188976|gene
13490|associated_with|ENCODE cCRE|SO_000165:chr1_945556_945766|enhancer|https://screen.wenglab.org/downloads|ensg00000188976|gene
12998|associated_with|ENCODE cCRE|SO_000165:chr1_945909_946258|enhancer|https://screen.wenglab.org/downloads|ensg00000188976|gene
12702|associated_with|ENCODE cCRE|SO_000165:chr1_946357_946554|enhancer|https://screen.wenglab.org/downloads|ensg00000188976|gene
11665|associated_with|ENCODE cCRE|SO_000165:chr1_947289_947591|enhancer|https://screen.wenglab.org/downloads|ensg00000188976|gene
6669|associated_with|ENCODE cCRE|SO_000165:chr1_952248_952587|enhancer|https://screen.wenglab.org/downloads|ensg00000188976|gene
5263|associated_with|ENCODE cCRE|SO_000165:chr1_953691_953993|enhancer|https://screen.wenglab.org/downloads|ensg00000188976|gene
5058|associated_with|ENCODE cCRE|SO_000165:chr1_954034_954198|enhancer|https://screen.wenglab.org/downloads|ensg00000188976|gene
3985|associated_with|ENCODE cCRE|SO_000165:chr1_954929_955271|enhancer|https://screen.wenglab.org/downloads|ensg00000188976|gene
3458|associated_with|ENCODE cCRE|SO_000165:chr1_955588_955798|enhancer|https://screen.wenglab.org/downloads|ensg00000188976|gene
2291|associated_with|ENCODE cCRE|SO_000165:chr1_956618_956965|enhancer|https://screen.wenglab.org/downloads|ensg00000188976|gene
2092|associated_with|ENCODE cCRE|SO_000165:chr1_962676_962935|enhancer|https://screen.wenglab.org/downloads|ensg00000187961|gene
2432|associated_with|ENCODE cCRE|SO_000165:chr1_963016_963346|enhancer|https://screen.wenglab.org/downloads|ensg00000187961|gene
2784|associated_with|ENCODE cCRE|SO_000165:chr1_963368_963523|enhancer|https://screen.wenglab.org/downloads|ensg00000187961|gene
2408|associated_with|ENCODE cCRE|SO_000165:chr1_963852_964074|enhancer|https://screen.wenglab.org/downloads|ensg00000187583|gene
1997|associated_with|ENCODE cCRE|SO_000165:chr1_964138_964485|enhancer|https://screen.wenglab.org/downloads|ensg00000187583|gene
2252|associated_with|ENCODE cCRE|SO_000165:chr1_968754_969054|enhancer|https://screen.wenglab.org/downloads|ensg00000187583|gene
2252|associated_with|ENCODE cCRE|SO_000165:chr1_968754_969054|enhancer|https://screen.wenglab.org/downloads|ensg00000187583|gene
3971|associated_with|ENCODE cCRE|SO_000165:chr1_970473_970789|enhancer|https://screen.wenglab.org/downloads|ensg00000187583|gene
3971|associated_with|ENCODE cCRE|SO_000165:chr1_970473_970789|enhancer|https://screen.wenglab.org/downloads|ensg00000187583|gene
4307|associated_with|ENCODE cCRE|SO_000165:chr1_970809_971057|enhancer|https://screen.wenglab.org/downloads|ensg00000187583|gene
4307|associated_with|ENCODE cCRE|SO_000165:chr1_970809_971057|enhancer|https://screen.wenglab.org/downloads|ensg00000187583|gene
4572|associated_with|ENCODE cCRE|SO_000165:chr1_971074_971275|enhancer|https://screen.wenglab.org/downloads|ensg00000187583|gene
4572|associated_with|ENCODE cCRE|SO_000165:chr1_971074_971275|enhancer|https://screen.wenglab.org/downloads|ensg00000187583|gene
4778|associated_with|ENCODE cCRE|SO_000165:chr1_971280_971620|enhancer|https://screen.wenglab.org/downloads|ensg00000187583|gene
4778|associated_with|ENCODE cCRE|SO_000165:chr1_971280_971620|enhancer|https://screen.wenglab.org/downloads|ensg00000187583|gene
5316|associated_with|ENCODE cCRE|SO_000165:chr1_971818_972065|enhancer|https://screen.wenglab.org/downloads|ensg00000187583|gene
5316|associated_with|ENCODE cCRE|SO_000165:chr1_971818_972065|enhancer|https://screen.wenglab.org/downloads|ensg00000187583|gene
5611|associated_with|ENCODE cCRE|SO_000165:chr1_972113_972462|enhancer|https://screen.wenglab.org/downloads|ensg00000187583|gene
5611|associated_with|ENCODE cCRE|SO_000165:chr1_972113_972462|enhancer|https://screen.wenglab.org/downloads|ensg00000187583|gene
6009|associated_with|ENCODE cCRE|SO_000165:chr1_972511_972680|enhancer|https://screen.wenglab.org/downloads|ensg00000187583|gene
6009|associated_with|ENCODE cCRE|SO_000165:chr1_972511_972680|enhancer|https://screen.wenglab.org/downloads|ensg00000187583|gene
6362|associated_with|ENCODE cCRE|SO_000165:chr1_972864_973017|enhancer|https://screen.wenglab.org/downloads|ensg00000187583|gene
6362|associated_with|ENCODE cCRE|SO_000165:chr1_972864_973017|enhancer|https://screen.wenglab.org/downloads|ensg00000187583|gene
6647|associated_with|ENCODE cCRE|SO_000165:chr1_973149_973484|enhancer|https://screen.wenglab.org/downloads|ensg00000187583|gene
6647|associated_with|ENCODE cCRE|SO_000165:chr1_973149_973484|enhancer|https://screen.wenglab.org/downloads|ensg00000187583|gene
7068|associated_with|ENCODE cCRE|SO_000165:chr1_973570_973801|enhancer|https://screen.wenglab.org/downloads|ensg00000187583|gene
7068|associated_with|ENCODE cCRE|SO_000165:chr1_973570_973801|enhancer|https://screen.wenglab.org/downloads|ensg00000187583|gene
7342|associated_with|ENCODE cCRE|SO_000165:chr1_973844_974175|enhancer|https://screen.wenglab.org/downloads|ensg00000187583|gene
7342|associated_with|ENCODE cCRE|SO_000165:chr1_973844_974175|enhancer|https://screen.wenglab.org/downloads|ensg00000187583|gene
7571|associated_with|ENCODE cCRE|SO_000165:chr1_974192_974522|enhancer|https://screen.wenglab.org/downloads|ensg00000187642|gene
7571|associated_with|ENCODE cCRE|SO_000165:chr1_974192_974522|enhancer|https://screen.wenglab.org/downloads|ensg00000187642|gene
6984|associated_with|ENCODE cCRE|SO_000165:chr1_974759_975109|enhancer|https://screen.wenglab.org/downloads|ensg00000187642|gene
6984|associated_with|ENCODE cCRE|SO_000165:chr1_974759_975109|enhancer|https://screen.wenglab.org/downloads|ensg00000187642|gene
6480|associated_with|ENCODE cCRE|SO_000165:chr1_975264_975613|enhancer|https://screen.wenglab.org/downloads|ensg00000187642|gene
6480|associated_with|ENCODE cCRE|SO_000165:chr1_975264_975613|enhancer|https://screen.wenglab.org/downloads|ensg00000187642|gene
5757|associated_with|ENCODE cCRE|SO_000165:chr1_975986_976336|enhancer|https://screen.wenglab.org/downloads|ensg00000187642|gene
5757|associated_with|ENCODE cCRE|SO_000165:chr1_975986_976336|enhancer|https://screen.wenglab.org/downloads|ensg00000187642|gene
5497|associated_with|ENCODE cCRE|SO_000165:chr1_976430_976596|enhancer|https://screen.wenglab.org/downloads|ensg00000187642|gene
5497|associated_with|ENCODE cCRE|SO_000165:chr1_976430_976596|enhancer|https://screen.wenglab.org/downloads|ensg00000187642|gene
4960|associated_with|ENCODE cCRE|SO_000165:chr1_976899_977133|enhancer|https://screen.wenglab.org/downloads|ensg00000187642|gene
4960|associated_with|ENCODE cCRE|SO_000165:chr1_976899_977133|enhancer|https://screen.wenglab.org/downloads|ensg00000187642|gene
4054|associated_with|ENCODE cCRE|SO_000165:chr1_977831_978039|enhancer|https://screen.wenglab.org/downloads|ensg00000187642|gene
4054|associated_with|ENCODE cCRE|SO_000165:chr1_977831_978039|enhancer|https://screen.wenglab.org/downloads|ensg00000187642|gene
