label|score|source|source_id|source_type|source_url|target_id|target_type
binds_to|0.25|ENCODE|ensg00000196591|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_12582806_12583222_GRCh38|tfbs
binds_to|0.51|ENCODE|ensg00000086589|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_12582813_12583277_GRCh38|tfbs
binds_to|0.181|ENCODE|ensg00000215021|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_12582814_12583381_GRCh38|tfbs
binds_to|0.23|ENCODE|ensg00000096401|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_12582848_12583218_GRCh38|tfbs
binds_to|0.466|ENCODE|ensg00000104320|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_12582854_12583194_GRCh38|tfbs
binds_to|0.524|ENCODE|ensg00000084676|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_12582855_12583175_GRCh38|tfbs
binds_to|0.253|ENCODE|ensg00000181222|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_15727424_15728784_GRCh38|tfbs
binds_to|0.457|ENCODE|ensg00000131051|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_17825515_17826472_GRCh38|tfbs
binds_to|0.246|ENCODE|ensg00000173153|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_18874015_18874479_GRCh38|tfbs
binds_to|0.243|ENCODE|ensg00000183337|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_18874068_18874498_GRCh38|tfbs
binds_to|0.639|ENCODE|ensg00000147130|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_18874073_18874449_GRCh38|tfbs
binds_to|0.913|ENCODE|ensg00000119707|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_18874131_18874373_GRCh38|tfbs
binds_to|0.559|ENCODE|ensg00000102974|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_30408392_30409434_GRCh38|tfbs
binds_to|0.169|ENCODE|ensg00000125952|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_30408405_30408801_GRCh38|tfbs
binds_to|0.225|ENCODE|ensg00000120738|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_30408594_30409038_GRCh38|tfbs
binds_to|0.097|ENCODE|ensg00000187098|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_30408638_30409058_GRCh38|tfbs
binds_to|0.099|ENCODE|ensg00000172466|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_32505413_32505889_GRCh38|tfbs
binds_to|0.158|ENCODE|ensg00000102974|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_36699878_36700362_GRCh38|tfbs
binds_to|0.224|ENCODE|ensg00000100811|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_36699940_36700271_GRCh38|tfbs
binds_to|0.231|ENCODE|ensg00000164754|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_36699986_36700226_GRCh38|tfbs
binds_to|0.987|ENCODE|ensg00000205903|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_37748517_37748933_GRCh38|tfbs
binds_to|0.705|ENCODE|none|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_37748519_37748943_GRCh38|tfbs
binds_to|1.0|ENCODE|ensg00000198517|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_37748592_37748952_GRCh38|tfbs
binds_to|1.0|ENCODE|ensg00000185022|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_37748658_37748859_GRCh38|tfbs
binds_to|0.528|ENCODE|ensg00000169375|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845178_39846085_GRCh38|tfbs
binds_to|0.452|ENCODE|ensg00000181222|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845338_39846211_GRCh38|tfbs
binds_to|0.237|ENCODE|ensg00000159692|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845460_39846000_GRCh38|tfbs
binds_to|0.222|ENCODE|ensg00000030419|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845475_39846065_GRCh38|tfbs
binds_to|0.749|ENCODE|ensg00000126561|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845487_39846083_GRCh38|tfbs
binds_to|0.231|ENCODE|ensg00000104856|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845487_39846087_GRCh38|tfbs
binds_to|0.457|ENCODE|ensg00000185811|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845494_39846329_GRCh38|tfbs
binds_to|0.308|ENCODE|ensg00000116478|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845499_39846015_GRCh38|tfbs
binds_to|1.0|ENCODE|ensg00000141905|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845500_39846328_GRCh38|tfbs
binds_to|0.138|ENCODE|ensg00000136603|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845513_39846003_GRCh38|tfbs
binds_to|0.962|ENCODE|ensg00000130726|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845522_39846502_GRCh38|tfbs
binds_to|0.145|ENCODE|ensg00000110693|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845536_39845972_GRCh38|tfbs
binds_to|0.295|ENCODE|ensg00000100393|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845543_39846140_GRCh38|tfbs
binds_to|0.401|ENCODE|ensg00000115966|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845550_39846054_GRCh38|tfbs
binds_to|0.524|ENCODE|ensg00000276644|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845554_39845934_GRCh38|tfbs
binds_to|0.121|ENCODE|ensg00000078699|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845557_39845927_GRCh38|tfbs
binds_to|0.373|ENCODE|ensg00000125952|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845558_39845954_GRCh38|tfbs
binds_to|0.587|ENCODE|ensg00000089902|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845566_39845930_GRCh38|tfbs
binds_to|0.173|ENCODE|ensg00000006194|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845567_39846151_GRCh38|tfbs
binds_to|1.0|ENCODE|ensg00000140262|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845569_39845990_GRCh38|tfbs
binds_to|0.649|ENCODE|ensg00000004487|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845571_39846495_GRCh38|tfbs
binds_to|0.074|ENCODE|ensg00000134107|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845581_39845981_GRCh38|tfbs
binds_to|0.344|ENCODE|ensg00000067955|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845588_39846068_GRCh38|tfbs
binds_to|0.178|ENCODE|ensg00000185591|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845597_39846077_GRCh38|tfbs
binds_to|1.0|ENCODE|ensg00000170365|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845599_39845959_GRCh38|tfbs
binds_to|0.77|ENCODE|ensg00000147862|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845601_39845938_GRCh38|tfbs
binds_to|0.081|ENCODE|ensg00000160199|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845602_39846064_GRCh38|tfbs
binds_to|1.0|ENCODE|ensg00000119950|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845605_39846089_GRCh38|tfbs
binds_to|0.715|ENCODE|ensg00000178177|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845615_39845971_GRCh38|tfbs
binds_to|0.127|ENCODE|ensg00000120837|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845634_39846014_GRCh38|tfbs
binds_to|0.227|ENCODE|ensg00000168610|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845639_39845895_GRCh38|tfbs
binds_to|0.445|ENCODE|ensg00000074266|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845646_39846126_GRCh38|tfbs
binds_to|0.783|ENCODE|ensg00000129691|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845649_39846449_GRCh38|tfbs
binds_to|0.123|ENCODE|ensg00000164754|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845686_39846082_GRCh38|tfbs
binds_to|0.362|ENCODE|ensg00000158773|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845691_39845931_GRCh38|tfbs
binds_to|0.35|ENCODE|ensg00000105698|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845693_39845969_GRCh38|tfbs
binds_to|1.0|ENCODE|ensg00000127616|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845695_39845979_GRCh38|tfbs
binds_to|0.374|ENCODE|ensg00000020633|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845756_39846120_GRCh38|tfbs
binds_to|1.0|ENCODE|ensg00000066336|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_39845769_39846009_GRCh38|tfbs
binds_to|0.077|ENCODE|ensg00000125798|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_49282755_49283155_GRCh38|tfbs
binds_to|0.093|ENCODE|none|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_65011690_65012160_GRCh38|tfbs
binds_to|0.088|ENCODE|ensg00000128272|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_70254354_70254804_GRCh38|tfbs
binds_to|0.118|ENCODE|ensg00000162772|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_70254366_70254866_GRCh38|tfbs
binds_to|0.281|ENCODE|ensg00000148737|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_73399990_73400787_GRCh38|tfbs
binds_to|0.118|ENCODE|ensg00000170653|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_77594322_77594832_GRCh38|tfbs
binds_to|0.487|ENCODE|ensg00000115966|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_77594357_77594861_GRCh38|tfbs
binds_to|0.443|ENCODE|ensg00000095794|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_77594411_77594771_GRCh38|tfbs
binds_to|0.479|ENCODE|ensg00000068305|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_77594463_77594753_GRCh38|tfbs
binds_to|0.18|ENCODE|ensg00000170345|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_82837300_82837544_GRCh38|tfbs
binds_to|0.152|ENCODE|ensg00000070444|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128279_89129176_GRCh38|tfbs
binds_to|0.032|ENCODE|ensg00000101412|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128623_89129123_GRCh38|tfbs
binds_to|0.247|ENCODE|ensg00000185811|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128638_89129228_GRCh38|tfbs
binds_to|0.214|ENCODE|ensg00000149480|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128653_89129213_GRCh38|tfbs
binds_to|0.138|ENCODE|ensg00000170653|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128667_89129177_GRCh38|tfbs
binds_to|1.0|ENCODE|ensg00000185591|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128671_89129142_GRCh38|tfbs
binds_to|0.133|ENCODE|ensg00000154727|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128681_89129205_GRCh38|tfbs
binds_to|0.399|ENCODE|ensg00000138795|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128681_89129131_GRCh38|tfbs
binds_to|0.298|ENCODE|ensg00000181222|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128691_89129237_GRCh38|tfbs
binds_to|0.344|ENCODE|ensg00000116478|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128697_89129213_GRCh38|tfbs
binds_to|0.226|ENCODE|ensg00000084093|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128705_89129427_GRCh38|tfbs
binds_to|0.462|ENCODE|ensg00000143437|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128712_89129246_GRCh38|tfbs
binds_to|0.567|ENCODE|ensg00000130522|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128714_89129134_GRCh38|tfbs
binds_to|0.146|ENCODE|ensg00000213999|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128715_89129291_GRCh38|tfbs
binds_to|0.332|ENCODE|ensg00000030419|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128719_89129263_GRCh38|tfbs
binds_to|0.395|ENCODE|ensg00000073584|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128721_89129237_GRCh38|tfbs
binds_to|0.314|ENCODE|ensg00000185551|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128721_89129211_GRCh38|tfbs
binds_to|0.338|ENCODE|ensg00000120738|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128722_89129118_GRCh38|tfbs
binds_to|0.021|ENCODE|ensg00000172493|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128727_89129167_GRCh38|tfbs
binds_to|0.422|ENCODE|ensg00000101076|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128728_89129168_GRCh38|tfbs
binds_to|0.107|ENCODE|ensg00000049618|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128730_89129254_GRCh38|tfbs
binds_to|0.196|ENCODE|ensg00000187325|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128733_89129243_GRCh38|tfbs
binds_to|0.476|ENCODE|ensg00000116017|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128735_89129111_GRCh38|tfbs
binds_to|0.498|ENCODE|ensg00000186350|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128738_89129386_GRCh38|tfbs
binds_to|0.663|ENCODE|ensg00000132274|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128755_89129199_GRCh38|tfbs
binds_to|0.147|ENCODE|ensg00000110693|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128755_89129191_GRCh38|tfbs
binds_to|0.37|ENCODE|ensg00000129514|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128762_89129182_GRCh38|tfbs
binds_to|0.407|ENCODE|ensg00000162772|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128763_89129173_GRCh38|tfbs
binds_to|0.062|ENCODE|ensg00000136603|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128764_89129254_GRCh38|tfbs
binds_to|0.285|ENCODE|ensg00000276644|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128769_89129149_GRCh38|tfbs
binds_to|0.173|ENCODE|ensg00000095794|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128777_89129137_GRCh38|tfbs
binds_to|0.293|ENCODE|ensg00000164754|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128790_89129186_GRCh38|tfbs
binds_to|0.717|ENCODE|ensg00000073861|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128797_89129116_GRCh38|tfbs
binds_to|0.075|ENCODE|ensg00000102974|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128804_89129144_GRCh38|tfbs
binds_to|0.35|ENCODE|ensg00000100811|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128809_89130196_GRCh38|tfbs
binds_to|0.405|ENCODE|ensg00000125798|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128809_89129153_GRCh38|tfbs
binds_to|0.061|ENCODE|ensg00000184677|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128811_89129093_GRCh38|tfbs
binds_to|0.548|ENCODE|ensg00000126746|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128815_89129131_GRCh38|tfbs
binds_to|0.572|ENCODE|ensg00000104856|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128825_89129111_GRCh38|tfbs
binds_to|0.069|ENCODE|ensg00000120690|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128832_89129276_GRCh38|tfbs
binds_to|0.465|ENCODE|ensg00000100393|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128832_89129413_GRCh38|tfbs
binds_to|0.706|ENCODE|ensg00000121481|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128835_89129101_GRCh38|tfbs
binds_to|0.765|ENCODE|ensg00000168610|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128847_89129217_GRCh38|tfbs
binds_to|0.187|ENCODE|ensg00000112592|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128849_89129239_GRCh38|tfbs
binds_to|1.0|ENCODE|ensg00000085274|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128855_89129168_GRCh38|tfbs
binds_to|1.0|ENCODE|ensg00000168310|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128857_89129164_GRCh38|tfbs
binds_to|0.666|ENCODE|ensg00000115415|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128862_89129178_GRCh38|tfbs
binds_to|0.193|ENCODE|ensg00000166478|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128862_89129146_GRCh38|tfbs
binds_to|0.353|ENCODE|ensg00000133884|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128869_89129066_GRCh38|tfbs
binds_to|1.0|ENCODE|ensg00000125347|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128872_89129152_GRCh38|tfbs
binds_to|0.491|ENCODE|ensg00000141568|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128874_89129046_GRCh38|tfbs
binds_to|0.66|ENCODE|ensg00000104320|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128876_89129050_GRCh38|tfbs
binds_to|0.398|ENCODE|ensg00000127616|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128886_89129436_GRCh38|tfbs
binds_to|0.624|ENCODE|ensg00000171467|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128904_89129050_GRCh38|tfbs
binds_to|0.508|ENCODE|ensg00000091831|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_89128906_89129126_GRCh38|tfbs
binds_to|1.0|ENCODE|ensg00000127616|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_98566024_98566308_GRCh38|tfbs
binds_to|0.439|ENCODE|ensg00000119866|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_98566059_98566203_GRCh38|tfbs
binds_to|0.025|ENCODE|ensg00000132005|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_106954521_106954957_GRCh38|tfbs
binds_to|0.238|ENCODE|ensg00000100393|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_112197631_112198147_GRCh38|tfbs
binds_to|0.064|ENCODE|ensg00000134138|gene|https://genome.ucsc.edu/cgi-bin/hgTables|SO_0000235_chr1_113245965_113246341_GRCh38|tfbs
