chr|end|id|source|source_url|start
chr1|73400787|0000235_CHR1_73399990_73400787_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|73399990
chr1|77594832|0000235_CHR1_77594322_77594832_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|77594322
chr1|77594861|0000235_CHR1_77594357_77594861_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|77594357
chr1|77594771|0000235_CHR1_77594411_77594771_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|77594411
chr1|77594753|0000235_CHR1_77594463_77594753_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|77594463
chr1|82837544|0000235_CHR1_82837300_82837544_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|82837300
chr1|89129176|0000235_CHR1_89128279_89129176_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128279
chr1|89129123|0000235_CHR1_89128623_89129123_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128623
chr1|89129228|0000235_CHR1_89128638_89129228_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128638
chr1|89129213|0000235_CHR1_89128653_89129213_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128653
chr1|89129177|0000235_CHR1_89128667_89129177_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128667
chr1|89129142|0000235_CHR1_89128671_89129142_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128671
chr1|89129205|0000235_CHR1_89128681_89129205_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128681
chr1|89129131|0000235_CHR1_89128681_89129131_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128681
chr1|89129237|0000235_CHR1_89128691_89129237_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128691
chr1|89129213|0000235_CHR1_89128697_89129213_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128697
chr1|89129427|0000235_CHR1_89128705_89129427_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128705
chr1|89129246|0000235_CHR1_89128712_89129246_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128712
chr1|89129134|0000235_CHR1_89128714_89129134_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128714
chr1|89129291|0000235_CHR1_89128715_89129291_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128715
chr1|89129263|0000235_CHR1_89128719_89129263_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128719
chr1|89129237|0000235_CHR1_89128721_89129237_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128721
chr1|89129211|0000235_CHR1_89128721_89129211_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128721
chr1|89129118|0000235_CHR1_89128722_89129118_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128722
chr1|89129167|0000235_CHR1_89128727_89129167_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128727
chr1|89129168|0000235_CHR1_89128728_89129168_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128728
chr1|89129254|0000235_CHR1_89128730_89129254_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128730
chr1|89129243|0000235_CHR1_89128733_89129243_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128733
chr1|89129111|0000235_CHR1_89128735_89129111_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128735
chr1|89129386|0000235_CHR1_89128738_89129386_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128738
chr1|89129199|0000235_CHR1_89128755_89129199_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128755
chr1|89129191|0000235_CHR1_89128755_89129191_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128755
chr1|89129182|0000235_CHR1_89128762_89129182_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128762
chr1|89129173|0000235_CHR1_89128763_89129173_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128763
chr1|89129254|0000235_CHR1_89128764_89129254_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128764
chr1|89129149|0000235_CHR1_89128769_89129149_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128769
chr1|89129137|0000235_CHR1_89128777_89129137_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128777
chr1|89129186|0000235_CHR1_89128790_89129186_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128790
chr1|89129116|0000235_CHR1_89128797_89129116_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128797
chr1|89129144|0000235_CHR1_89128804_89129144_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128804
chr1|89130196|0000235_CHR1_89128809_89130196_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128809
chr1|89129153|0000235_CHR1_89128809_89129153_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128809
chr1|89129093|0000235_CHR1_89128811_89129093_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128811
chr1|89129131|0000235_CHR1_89128815_89129131_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128815
chr1|89129111|0000235_CHR1_89128825_89129111_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128825
chr1|89129276|0000235_CHR1_89128832_89129276_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128832
chr1|89129413|0000235_CHR1_89128832_89129413_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128832
chr1|89129101|0000235_CHR1_89128835_89129101_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128835
chr1|89129217|0000235_CHR1_89128847_89129217_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128847
chr1|89129239|0000235_CHR1_89128849_89129239_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128849
chr1|89129168|0000235_CHR1_89128855_89129168_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128855
chr1|89129164|0000235_CHR1_89128857_89129164_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128857
chr1|89129178|0000235_CHR1_89128862_89129178_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128862
chr1|89129146|0000235_CHR1_89128862_89129146_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128862
chr1|89129066|0000235_CHR1_89128869_89129066_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128869
chr1|89129152|0000235_CHR1_89128872_89129152_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128872
chr1|89129046|0000235_CHR1_89128874_89129046_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128874
chr1|89129050|0000235_CHR1_89128876_89129050_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128876
chr1|89129436|0000235_CHR1_89128886_89129436_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128886
chr1|89129050|0000235_CHR1_89128904_89129050_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128904
chr1|89129126|0000235_CHR1_89128906_89129126_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|89128906
chr1|98566308|0000235_CHR1_98566024_98566308_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|98566024
chr1|98566203|0000235_CHR1_98566059_98566203_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|98566059
chr1|106954957|0000235_CHR1_106954521_106954957_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|106954521
chr1|112198147|0000235_CHR1_112197631_112198147_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|112197631
chr1|113246341|0000235_CHR1_113245965_113246341_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|113245965
chr1|114295171|0000235_CHR1_114294727_114295171_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|114294727
chr1|115343700|0000235_CHR1_115343296_115343700_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|115343296
chr1|145752194|0000235_CHR1_145751650_145752194_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|145751650
chr1|145752275|0000235_CHR1_145751799_145752275_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|145751799
chr1|145752212|0000235_CHR1_145751948_145752212_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|145751948
chr1|154140703|0000235_CHR1_154140570_154140703_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|154140570
chr1|154141041|0000235_CHR1_154140585_154141041_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|154140585
chr1|158335325|0000235_CHR1_158334855_158335325_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|158334855
chr1|158335231|0000235_CHR1_158334955_158335231_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|158334955
chr1|158335222|0000235_CHR1_158334966_158335222_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|158334966
chr1|160432160|0000235_CHR1_160431637_160432160_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|160431637
chr1|160432170|0000235_CHR1_160431814_160432170_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|160431814
chr1|160432189|0000235_CHR1_160431869_160432189_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|160431869
chr1|160432401|0000235_CHR1_160431871_160432401_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|160431871
chr1|160432829|0000235_CHR1_160431884_160432829_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|160431884
chr1|160433074|0000235_CHR1_160431909_160433074_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|160431909
chr1|160432224|0000235_CHR1_160431940_160432224_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|160431940
chr1|160432458|0000235_CHR1_160431998_160432458_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|160431998
chr1|161480756|0000235_CHR1_161480362_161480756_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|161480362
chr1|161480717|0000235_CHR1_161480367_161480717_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|161480367
chr1|161481189|0000235_CHR1_161480599_161481189_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|161480599
chr1|165675037|0000235_CHR1_165674597_165675037_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|165674597
chr1|169869388|0000235_CHR1_169869038_169869388_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|169869038
chr1|173015541|0000235_CHR1_173014711_173015541_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|173014711
chr1|177209440|0000235_CHR1_177209156_177209440_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|177209156
chr1|177209752|0000235_CHR1_177209168_177209752_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|177209168
chr1|177209510|0000235_CHR1_177209170_177209510_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|177209170
chr1|177209871|0000235_CHR1_177209195_177209871_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|177209195
chr1|177209827|0000235_CHR1_177209240_177209827_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|177209240
chr1|177209696|0000235_CHR1_177209243_177209696_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|177209243
chr1|177209595|0000235_CHR1_177209255_177209595_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|177209255
chr1|177209892|0000235_CHR1_177209262_177209892_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|177209262
chr1|177209689|0000235_CHR1_177209273_177209689_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|177209273
chr1|177209675|0000235_CHR1_177209279_177209675_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|177209279
chr1|177209642|0000235_CHR1_177209282_177209642_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|177209282
chr1|177209908|0000235_CHR1_177209288_177209908_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|177209288
chr1|177209594|0000235_CHR1_177209310_177209594_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|177209310
chr1|177209630|0000235_CHR1_177209310_177209630_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|177209310
chr1|177209622|0000235_CHR1_177209312_177209622_GRCH38|ENCODE|https://genome.ucsc.edu/cgi-bin/hgTables|177209312
