db_reference|evidence|label|qualifier|source|source_id|source_type|source_url|target_id|target_type
"[""PMID:6440030""]"|NAS|enables|"[""enables""]"|GO|a0a0a6yyk7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0042605|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a0b4j1t7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0004675|molecular_function
"[""PMID:32296183""]"|IPI|enables|"[""enables""]"|GO|a0a0b4j2d5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005515|molecular_function
"[""PMID:31653868""]"|IPI|enables|"[""enables""]"|GO|a0a0b4j2f0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005515|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a0b4j2f2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0000287|molecular_function
"[""PMID:32296183""]"|IPI|enables|"[""enables""]"|GO|a0a0b4j2f2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005515|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a0b4j2f2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005524|molecular_function
"[""GO_REF:0000116""]"|IEA|enables|"[""enables""]"|GO|a0a0b4j2f2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0106310|molecular_function
"[""PMID:29983246""]"|IDA|enables|"[""enables""]"|GO|a0a0c5b5g6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0003677|molecular_function
"[""PMID:29983246""]"|IPI|enables|"[""enables""]"|GO|a0a0c5b5g6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0140297|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a0g2jmh3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0003924|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a0g2jmh3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005525|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a0g2jnh3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0004930|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a0g2jnh3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0004984|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a0j9ywl9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0046872|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a0j9yy54|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0046872|molecular_function
"[""PMID:26221034""]"|IPI|enables|"[""enables""]"|GO|a0a0k2s4q6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005515|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a0u1rqe8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0047961|molecular_function
"[""PMID:32296183""]"|IPI|enables|"[""enables""]"|GO|a0a0u1rqf7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005515|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a0u1rqi7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0046872|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a0u1rr11|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016846|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a0u1rr11|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0046872|molecular_function
"[""PMID:27918561""]"|IPI|enables|"[""enables""]"|GO|a0a0u1rre5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005515|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a0u1rri6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016846|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a0u1rri6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0046872|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a0x1kg70|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0004930|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a0x1kg70|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0004984|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a126gwi2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0004930|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a140ta62|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005198|molecular_function
"[""GO_REF:0000024""]"|ISS|enables|"[""enables""]"|GO|a0a1b0gtb2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0051117|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a1b0gtq1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005506|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a1b0gtu1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0046872|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a1b0gtw7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0004222|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a1b0gtw7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0046872|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a1b0gus4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005524|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a1b0gus4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016874|molecular_function
"[""PMID:32296183""]"|IPI|enables|"[""enables""]"|GO|a0a1b0guv7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005515|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a1b0guv8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0036094|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a1b0gvh4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0004252|molecular_function
"[""GO_REF:0000113""]"|ISA|enables|"[""enables""]"|GO|a0a1b0gwh4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0000981|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a1b0gwk0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005509|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a1w2pp81|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0046982|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a1w2ppd8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016491|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a1w2ppd8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0046872|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a1w2ppe2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0046982|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a1w2ppf3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0000981|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a1w2pph5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0046982|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a1w2ppl8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0046982|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a1w2ppw3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0046982|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a1w2pq09|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0046982|molecular_function
"[""GO_REF:0000003""]"|IEA|enables|"[""enables""]"|GO|a0a1w2pq27|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0017018|molecular_function
"[""GO_REF:0000003""]"|IEA|enables|"[""enables""]"|GO|a0a1w2pq64|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0017018|molecular_function
"[""GO_REF:0000117""]"|IEA|enables|"[""enables""]"|GO|a0a1w2pq73|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0043565|molecular_function
"[""GO_REF:0000003""]"|IEA|enables|"[""enables""]"|GO|a0a1w2pqc6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0017018|molecular_function
"[""GO_REF:0000003""]"|IEA|enables|"[""enables""]"|GO|a0a1w2pqd8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0017018|molecular_function
"[""GO_REF:0000003""]"|IEA|enables|"[""enables""]"|GO|a0a1w2pqj5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0017018|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a1w2pql4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0046872|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a1w2pr64|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0046982|molecular_function
"[""GO_REF:0000003""]"|IEA|enables|"[""enables""]"|GO|a0a1w2pr75|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0017018|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a1w2prn6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0046982|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a1w2prv1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0046982|molecular_function
"[""GO_REF:0000015""]"|ND|enables|"[""enables""]"|GO|a0a286yf18|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0003674|molecular_function
"[""GO_REF:0000015""]"|ND|enables|"[""enables""]"|GO|a0a2r8y2y2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0003674|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a2r8y4l2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0003723|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a2r8y4l6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0004930|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a2r8y4m4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0046872|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a2r8y619|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0003677|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a2r8y619|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0030527|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a2r8y619|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0046982|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a2r8yed5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0004930|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a2r8yeg4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0004930|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a2r8yeh3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0004930|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a2r8yev3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0004930|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a2r8yfr7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005085|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a2r9yji8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0004497|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a2r9yji8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005506|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a2r9yji8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016705|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a2r9yji8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0020037|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a3b3irv3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0003723|molecular_function
"[""PMID:32958672""]"|IPI|enables|"[""enables""]"|GO|a0a3b3is91|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005515|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a3b3it33|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0008270|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a3b3it45|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0004930|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a3b3iu63|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0030527|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a3b3iu63|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0046982|molecular_function
"[""PMID:30367041""]"|IPI|enables|"[""enables""]"|GO|a0a455zar2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005515|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a590uk10|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005085|molecular_function
"[""GO_REF:0000107""]"|IEA|enables|"[""enables""]"|GO|a0a5b6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0042605|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a5f9zhs7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0003677|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a5f9zhs7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0003700|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a7i2v3r4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0046872|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a7p0tan4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0046872|molecular_function
"[""PMID:36631436""]"|IPI|enables|"[""enables""]"|GO|a0a7p0tbj1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005515|molecular_function
"[""PMID:36631436""]"|IPI|enables|"[""enables""]"|GO|a0a7p0tbj1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0031625|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a804hla8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0031681|molecular_function
"[""GO_REF:0000104""]"|IEA|enables|"[""enables""]"|GO|a0a8i5kqe6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0003735|molecular_function
"[""GO_REF:0000104""]"|IEA|enables|"[""enables""]"|GO|a0a8i5kqe6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005055|molecular_function
"[""GO_REF:0000104""]"|IEA|enables|"[""enables""]"|GO|a0a8i5kqe6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0043236|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a8i5kw96|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0004017|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a8i5kw96|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005524|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a8i5kw96|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005525|molecular_function
"[""GO_REF:0000104""]"|IEA|enables|"[""enables""]"|GO|a0a8i5kw96|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0046899|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a8q3sig1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005319|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a8q3wkh5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0003677|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a8q3wkh5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0030527|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0a8q3wkh5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0046982|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0a8v8tld8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0046872|molecular_function
"[""PMID:32296183""]"|IPI|enables|"[""enables""]"|GO|a0av02|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005515|molecular_function
"[""PMID:22658674""]"|HDA|enables|"[""enables""]"|GO|a0av96|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0003723|molecular_function
"[""PMID:34160127""]"|IDA|enables|"[""enables""]"|GO|a0av96|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0003730|molecular_function
"[""PMID:24916387""]"|IPI|enables|"[""enables""]"|GO|a0av96|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005515|molecular_function
"[""PMID:24916387""]"|IPI|enables|"[""enables""]"|GO|a0av96|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0019899|molecular_function
"[""PMID:24916387""]"|IDA|enables|"[""enables""]"|GO|a0av96|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0140767|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0avi4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0046872|molecular_function
"[""PMID:24807418""]"|EXP|enables|"[""enables""]"|GO|a0avi4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0061630|molecular_function
"[""PMID:16179649""]"|IDA|enables|"[""enables""]"|GO|a0avk6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0000978|molecular_function
"[""GO_REF:0000113""]"|ISA|enables|"[""enables""]"|GO|a0avk6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0000981|molecular_function
"[""PMID:22903062""]"|IDA|enables|"[""enables""]"|GO|a0avk6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0000987|molecular_function
"[""GO_REF:0000024""]"|ISS|enables|"[""enables""]"|GO|a0avk6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0001217|molecular_function
"[""PMID:16179649""]"|IDA|enables|"[""enables""]"|GO|a0avk6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0001227|molecular_function
"[""PMID:22903062""]"|IMP|enables|"[""enables""]"|GO|a0avk6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0003700|molecular_function
"[""PMID:18202719""]"|IPI|enables|"[""enables""]"|GO|a0avk6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005515|molecular_function
"[""GO_REF:0000107""]"|IEA|enables|"[""enables""]"|GO|a0avk6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0042802|molecular_function
"[""PMID:28473536""]"|IDA|enables|"[""enables""]"|GO|a0avk6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_1990837|molecular_function
"[""GO_REF:0000003""]"|IEA|enables|"[""enables""]"|GO|a0avt1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0004839|molecular_function
"[""PMID:17889673""]"|IPI|enables|"[""enables""]"|GO|a0avt1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005515|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0avt1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005524|molecular_function
"[""PMID:17889673""]"|IMP|enables|"[""enables""]"|GO|a0avt1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0019780|molecular_function
"[""PMID:24373768""]"|IDA|enables|"[""enables""]"|GO|a0fgr8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005509|molecular_function
"[""PMID:22119785""]"|IPI|enables|"[""enables""]"|GO|a0fgr8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005515|molecular_function
"[""PMID:17360437""]"|IDA|enables|"[""enables""]"|GO|a0fgr8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005544|molecular_function
"[""PMID:24847877""]"|IDA|enables|"[""enables""]"|GO|a0fgr8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0008429|molecular_function
"[""PMID:24847877""]"|IDA|enables|"[""enables""]"|GO|a0fgr8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0031210|molecular_function
"[""PMID:24847877""]"|IDA|enables|"[""enables""]"|GO|a0fgr8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0035091|molecular_function
"[""PMID:23791178""]"|IPI|enables|"[""enables""]"|GO|a0fgr8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0042802|molecular_function
"[""PMID:25468996""]"|HDA|enables|"[""enables""]"|GO|a0fgr8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0045296|molecular_function
"[""PMID:23791178""]"|IPI|enables|"[""enables""]"|GO|a0fgr9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005515|molecular_function
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|GO|a0jlt2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0003712|molecular_function
"[""PMID:14576168""]"|IPI|enables|"[""enables""]"|GO|a0jlt2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005515|molecular_function
"[""PMID:20163565""]"|IPI|enables|"[""enables""]"|GO|a0jnw5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005515|molecular_function
"[""PMID:20163565""]"|IPI|enables|"[""enables""]"|GO|a0jnw5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0042803|molecular_function
"[""PMID:20163565""]"|IDA|enables|"[""enables""]"|GO|a0jnw5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0062069|molecular_function
"[""PMID:35499567""]"|IDA|enables|"[""enables""]"|GO|a0jnw5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0120013|molecular_function
"[""PMID:32296183""]"|IPI|enables|"[""enables""]"|GO|a0jp26|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005515|molecular_function
"[""PMID:25416956""]"|IPI|enables|"[""enables""]"|GO|a0mz66|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005515|molecular_function
"[""GO_REF:0000107""]"|IEA|enables|"[""enables""]"|GO|a0mz66|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0019894|molecular_function
"[""PMID:25468996""]"|HDA|enables|"[""enables""]"|GO|a0mz66|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0045296|molecular_function
"[""GO_REF:0000024""]"|ISS|enables|"[""enables""]"|GO|a0mz66|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0051015|molecular_function
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|GO|a0pje2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016491|molecular_function
"[""Reactome:R-HSA-8876283""]"|TAS|enables|"[""enables""]"|GO|a0pjk1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0015370|molecular_function
"[""GO_REF:0000107""]"|IEA|enables|"[""enables""]"|GO|a0pjk1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0140929|molecular_function
