id|alternative_ids|label|source|source_url|synonyms|term_name
go_0019182||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||histamine-gated chloride channel activity
go_0031491||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||nucleosome binding
go_0061821||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""telomeric Displacement-loop binding""]"|telomeric D-loop binding
go_0102117||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||gibberellin A9 carboxyl methyltransferase activity
go_0051009||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""homocysteine synthase""]"|O-acetylhomoserine sulfhydrylase activity
go_0018858||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""benzoate-coenzyme A ligase activity"", ""benzoate:CoA ligase (AMP-forming)"", ""benzoyl CoA synthetase (AMP forming)"", ""benzoyl-coenzyme A synthetase activity""]"|benzoate-CoA ligase activity
go_0004931||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""P2X receptor""]"|extracellularly ATP-gated monoatomic cation channel activity
go_0042021||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""GM-CSF complex binding"", ""GMC-SF complex binding"", ""granulocyte macrophage colony stimulating factor complex binding""]"|granulocyte macrophage colony-stimulating factor complex binding
go_0043237||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""laminin-111 binding""]"|laminin-1 binding
go_0000287||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""Mg binding"", ""magnesium binding""]"|magnesium ion binding
go_0031773||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""G-protein coupled receptor 54 binding"", ""KiSS-1 receptor binding"", ""hOT7T175 receptor binding"", ""hypogonadotropin-1 receptor binding"", ""metastin receptor binding""]"|kisspeptin receptor binding
go_0004632||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""(R)-4-phosphopantothenate:L-cysteine ligase activity"", ""phosphopantothenate-cysteine ligase activity"", ""phosphopantothenoylcysteine synthetase activity""]"|phosphopantothenate--cysteine ligase activity
go_0016979|"[""GO:0008916"", ""GO:0016978"", ""GO:0102315""]"|molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||lipoate-protein ligase activity
go_0035800||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||deubiquitinase activator activity
go_0086008||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization
go_0045437||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""uridine ribohydrolase activity"", ""uridine hydrolase activity""]"|uridine nucleosidase activity
go_0097244||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||flavonol binding
go_0102048||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||indole-3-acetyl-isoleucine synthetase activity
go_0015280||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||ligand-gated sodium channel activity
go_0061928||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||glutathione specific gamma-glutamylcyclotransferase activity
go_0030603||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""oxalacetic hydrolase activity"", ""oxaloacetate acetylhydrolase activity""]"|oxaloacetase activity
go_0071164||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""small nuclear RNA methyltransferase activity"", ""snRNA methyltransferase activity"", ""RNA trimethylguanosine synthase activity"", ""cap hypermethylase activity""]"|RNA cap trimethylguanosine synthase activity
go_0051427||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||hormone receptor binding
go_0106332||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||ds/ssDNA junction-specific dsDNA endonuclease activity
go_0047676||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""arachidonate:CoA ligase (AMP-forming)"", ""arachidonoyl-CoA synthetase activity""]"|arachidonate-CoA ligase activity
go_0016851||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""Mg-protoporphyrin IX chelatase activity"", ""Mg-protoporphyrin IX magnesio-lyase activity"", ""Mg-protoporphyrin IX magnesium-lyase activity"", ""magnesium-chelatase activity"", ""magnesium-protoporphyrin IX chelatase activity"", ""magnesium-protoporphyrin chelatase activity"", ""protoporphyrin IX Mg-chelatase activity"", ""protoporphyrin IX magnesium-chelatase activity""]"|magnesium chelatase activity
go_0016653||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""oxidoreductase activity, acting on NADH or NADPH, heme protein as acceptor"", ""oxidoreductase activity, acting on NADH or NADPH, haem protein as acceptor""]"|oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor
go_0047908||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""5-N-acyl-L-ornithine-ester hydrolase activity"", ""N5-acyl-L-ornithine-ester hydrolase activity"", ""ornithine esterase activity""]"|fusarinine-C ornithinesterase activity
go_0061953||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||mRNA (adenine-N1-)-methyltransferase activity
go_0047553||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""2-ketoglutarate ferredoxin oxidoreductase activity"", ""2-oxoglutarate ferredoxin oxidoreductase activity"", ""2-oxoglutarate:ferredoxin 2-oxidoreductase (CoA-succinylating)"", ""2-oxoglutarate:ferredoxin 2-oxidoreductase (decarboxylating)"", ""2-oxoglutarate:ferredoxin oxidoreductase activity"", ""KGOR activity"", ""alpha-ketoglutarate synthase activity"", ""alpha-ketoglutarate-ferredoxin oxidoreductase activity""]"|2-oxoglutarate synthase activity
go_1990238||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""dsDNA-specific endodeoxyribonuclease activity"", ""double-stranded DNA endodeoxyribonuclease activity""]"|double-stranded DNA endonuclease activity
go_0050447||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""3-O-acetyl-L-serine:zeatin 2-amino-2-carboxyethyltransferase activity"", ""O-acetyl-L-serine acetate-lyase (adding N(6)-substituted adenine) activity"", ""O-acetyl-L-serine acetate-lyase (adding N6-substituted adenine)"", ""O3-acetyl-L-serine:zeatin 2-amino-2-carboxyethyltransferase activity"", ""beta-(9-cytokinin)alanine synthase activity"", ""lupinate synthetase activity"", ""lupinic acid synthase activity"", ""lupinic acid synthetase activity"", ""beta-(9-cytokinin)-alanine synthase activity""]"|zeatin 9-aminocarboxyethyltransferase activity
go_0072371||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""histone H2A-S121 kinase activity"", ""histone kinase activity (H2A-S121 specific)"", ""histone serine kinase activity (H2A-S121 specific)"", ""histone-serine kinase activity (H2A-S121 specific)""]"|histone H2AS121 kinase activity
go_0015265||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||urea channel activity
go_0050561||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""L-glutamate:tRNAGlx ligase (AMP-forming)"", ""nondiscriminating glutamyl-tRNA synthetase activity"", ""glutamate-tRNAGln ligase activity""]"|glutamate-tRNA(Gln) ligase activity
go_0052582||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""(+)-pulegone 9-hydroxylase activity"", ""(+)-pulegone,NADPH:oxygen oxidoreductase (9-hydroxylating) activity"", ""cytochrome P450 menthofuran synthase activity"", ""menthofuran synthase activity""]"|(+)-menthofuran synthase activity
go_0046403||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""2(3)-polynucleotidase activity"", ""5-polynucleotidekinase 3-phosphatase activity"", ""DNA 3-phosphatase activity"", ""deoxyribonucleate 3-phosphatase activity"", ""polynucleotide 3-phosphohydrolase activity""]"|polynucleotide 3-phosphatase activity
go_0052788||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""unsaturated beta-glucuronyl hydrolase activity""]"|d-4,5 unsaturated beta-glucuronyl hydrolase activity
go_1990226||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||histone methyltransferase binding
go_0043915||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""O-phosphoseryl-tRNA(Sec) kinase activity""]"|L-seryl-tRNA(Sec) kinase activity
go_0034324||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||O-hexanoyltransferase activity
go_0019145||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""4-aminobutanal dehydrogenase activity"", ""4-aminobutanal:NAD+ 1-oxidoreductase activity"", ""4-aminobutyraldehyde dehydrogenase activity"", ""ABAL dehydrogenase activity"", ""gamma-aminobutyraldehyde dehydroganase activity""]"|aminobutyraldehyde dehydrogenase (NAD+) activity
go_0008126||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""acetic ester hydrolase activity"", ""acetic-ester acetylhydrolase activity""]"|acetylesterase activity
go_0016741||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||transferase activity, transferring one-carbon groups
go_0086037||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||P-type sodium:potassium-exchanging transporter activity involved in regulation of cardiac muscle cell membrane potential
go_0140327||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""flippase activity (exoplasmic to cytosolic leaflet)""]"|flippase activity
go_0031962||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||nuclear mineralocorticoid receptor binding
go_0033851||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""FDS-5"", ""dimethylallyl-diphosphate:dimethylallyl-diphosphate dimethylallyltransferase (lavandulyl-diphosphate-forming) activity""]"|lavandulyl diphosphate synthase activity
go_0008281||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""sulphonylurea receptor activity""]"|sulfonylurea receptor activity
go_0140935||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""histone conserved C-terminal lysine deubiquitination""]"|histone H2B conserved C-terminal lysine deubiquitinase activity
go_0004124||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""3-O-acetyl-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase activity"", ""O(3)-acetyl-L-serine acetate-lyase (adding hydrogen-sulfide) activity"", ""O-acetyl-L-serine sulfhydrylase activity"", ""O-acetyl-L-serine sulfohydrolase activity"", ""O-acetylserine (thiol)-lyase activity"", ""O-acetylserine sulfhydrylase activity"", ""O3-acetyl-L-serine acetate-lyase (adding hydrogen-sulfide)"", ""O3-acetyl-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase activity"", ""OAS sulfhydrylase activity"", ""acetylserine sulfhydrylase activity"", ""cysteine synthetase activity"", ""cysteine synthase activity, acting on O-acetyl-L-serine""]"|cysteine synthase activity
go_0050403||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""UDP-glucose:trans-zeatin O-beta-D-glucosyltransferase activity"", ""UDPglucose:trans-zeatin O-beta-D-glucosyltransferase activity"", ""uridine diphosphoglucose-zeatin O-glucosyltransferase activity"", ""zeatin O-beta-D-glucosyltransferase activity"", ""zeatin O-glucosyltransferase activity"", ""zeatin O-b-D-glucosyltransferase activity""]"|trans-zeatin O-beta-D-glucosyltransferase activity
go_0102550||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||2-methyl-6-geranylgeranyl-1,4-benzoquinol methyltransferase activity
go_0018786||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""1-chlorohexane halidohydrolase activity"", ""1-haloalkane dehalogenase activity"", ""1-haloalkane halidohydrolase activity""]"|haloalkane dehalogenase activity
go_0090682||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""G protein-coupled receptor bitter taste receptor activity"", ""G-protein coupled receptor bitter taste receptor activity""]"|GPCR bitter taste receptor activity
go_0050515|"[""GO:0008698""]"|molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""4-diphosphocytidyl-2-C-methyl-D-erythritol kinase activity"", ""ATP:4-(cytidine 5-diphospho)-2-C-methyl-D-erythritol 2-phosphotransferase activity"", ""CDP-ME kinase activity"", ""CMK activity"", ""4-diphosphocytidyl-2C-methyl-D-erythritol kinase activity""]"|4-(cytidine 5-diphospho)-2-C-methyl-D-erythritol kinase activity
go_1902051||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||(25S)-Delta(4)-dafachronate binding
go_0052381|"[""GO:0004811""]"|molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""tRNA isopentenyltransferase activity"", ""dimethylallyl-diphosphate:tRNA dimethylallyltransferase activity""]"|tRNA dimethylallyltransferase activity
go_0016824||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||hydrolase activity, acting on acid halide bonds
go_0044390||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""E2 protein ligase binding"", ""small protein conjugating enzyme binding""]"|ubiquitin-like protein conjugating enzyme binding
go_0050640|"[""GO:0042319"", ""GO:0045440""]"|molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""acyl-CoA:isopenicillin N N-acyltransferase activity"", ""acyl-coenzyme A:6-aminopenicillanic-acid-acyltransferase activity"", ""acyl-coenzyme A:isopenicillin N acyltransferase activity"", ""isopenicillin N:acyl-CoA acyltransferase activity"", ""isopenicillin-N acyltransferase activity""]"|isopenicillin-N N-acyltransferase activity
go_0050539||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""cyclic imide hydrolase activity"", ""cyclic-imide amidohydrolase (decyclicizing)"", ""cyclic-imide amidohydrolase (decyclizing)""]"|maleimide hydrolase activity
go_0015535||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""fucose:hydrogen symporter activity""]"|fucose:proton symporter activity
go_0032028||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||myosin head/neck binding
go_0004805||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""trehalose 6-phosphatase activity"", ""trehalose 6-phosphate phosphatase activity"", ""trehalose-6-phosphate phosphohydrolase activity"", ""trehalose phosphatase activity""]"|trehalose-phosphatase activity
go_0015210||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""uracil/uridine permease activity""]"|uracil transmembrane transporter activity
go_0047963||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""BACAT activity"", ""BAT activity"", ""amino acid N-choloyltransferase activity"", ""bile acid-CoA:amino acid N-acyltransferase activity"", ""choloyl-CoA:glycine N-choloyltransferase activity"", ""cholyl-CoA glycine-taurine N-acyltransferase activity"", ""cholyl-CoA:taurine N-acyltransferase activity"", ""glycine--taurine N-acyltransferase activity""]"|glycine N-choloyltransferase activity
go_0004014||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""S-adenosyl-L-methionine carboxy-lyase [(5-deoxy-5-adenosyl)(3-aminopropyl)-methylsulfonium-salt-forming]"", ""S-adenosyl-L-methionine carboxy-lyase activity"", ""S-adenosyl-L-methionine decarboxylase activity"", ""S-adenosylmethionine decarboxylase activity"", ""adenosyl methionine decarboxylase activity""]"|adenosylmethionine decarboxylase activity
go_0070336||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||flap-structured DNA binding
go_0141118||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||nitric oxide dioxygenase activity, heme protein as donor
go_0036082||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""ionotropic phenylacetaldehyde receptor activity""]"|extracellular phenylacetaldehyde-gated monoatomic ion channel activity
go_0016531||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||copper chaperone activity
go_0061507|"[""GO:0098546""]"|molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""2,3 cGAMP binding"", ""2,3 cyclic GAMP binding"", ""2,3-cGAMP binding"", ""2,3-cyclic GAMP binding"", ""2,5-3,5-cyclic GMP-AMP binding"", ""c[G(2,5)pA(3,5)p] binding""]"|2,3-cyclic GMP-AMP binding
go_0140713||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""nucleosome remodeling activity"", ""histone carrier activity""]"|histone chaperone activity
go_1905761||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""CDL1 complex binding"", ""CRL1 complex binding"", ""Cul1-RING ubiquitin ligase complex binding"", ""SCF complex binding"", ""Skp1/Cul1/F-box protein complex binding"", ""cullin-RING ligase 1 binding""]"|SCF ubiquitin ligase complex binding
go_0000700||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||mismatch base pair DNA N-glycosylase activity
go_0004414||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""L-homoserine O-acetyltransferase activity"", ""acetyl-CoA:L-homoserine O-acetyltransferase activity"", ""homoserine O-trans-acetylase activity"", ""homoserine acetyltransferase activity"", ""homoserine-O-transacetylase activity""]"|homoserine O-acetyltransferase activity
go_0005353|"[""GO:0015585"", ""GO:0019192""]"|molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""fructose permease activity"", ""fructose porter activity""]"|fructose transmembrane transporter activity
go_0004118||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||3,5-cGMP-stimulated cyclic-nucleotide phosphodiesterase activity
go_0050297||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""3,4-dihydroxy-L-phenylalanine:oxygen 4,5-oxidoreductase (recyclizing)"", ""DOPA dioxygenase activity""]"|stizolobate synthase activity
go_0030235||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""nitric oxide synthase regulator activity""]"|nitric-oxide synthase regulator activity
go_0008073||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl||ornithine decarboxylase inhibitor activity
go_0008288||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""sevenless receptor activity""]"|boss receptor activity
go_0005292||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""high affinity lysine transmembrane transporter activity""]"|high-affinity lysine transmembrane transporter activity
go_0062078||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""tuberin sclerosis complex binding"", ""tuberin-hamartin complex binding""]"|TSC1-TSC2 complex binding
go_0035501||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""MAD homology 1 domain binding""]"|MH1 domain binding
go_0052757||molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""chondroitin endo-beta-galactosaminidase activity""]"|chondroitin hydrolase activity
go_0005274|"[""GO:0015206""]"|molecular_function|Gene Ontology|http://purl.obolibrary.org/obo/go.owl|"[""allantoin permease activity""]"|allantoin:proton symporter activity
