alternative_ids|id|source|source_url|synonyms|term_name
|HP_0020289|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Abnormal level of lymph-node cellular CD20 expression
|HP_0032372|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Elevated blast count"", ""Elevated circulating blasts"", ""Increased peripheral myeloblast count""]"|Increased peripheral blast count
|HP_0003002|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Breast cancer""]"|Breast carcinoma
|HP_0009654|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Osteolytic defects of the phalanges of the thumb""]"|Osteolytic defect of thumb phalanx
|HP_6001133|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Ligamentous tear on the medial aspect of the elbow""]"|Elbow medial collateral ligament tear
|HP_0012058|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Nodular melanoma
|HP_0002585|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Abnormality of the peritoneum""]"|Abnormal peritoneum morphology
|HP_0000805|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Enuresis
|HP_0011021|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Abnormality of circulating enzyme level""]"|Abnormal circulating enzyme concentration
"[""HP:0006188""]"|HP_0001245|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Decreased thenar eminence"", ""Hypoplastic thenar eminences"", ""Thenar hypoplasia"", ""Thenar muscle hypoplasia""]"|Small thenar eminence
|HP_0410289|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Decreased circulating amylase level""]"|Hypoamylasemia
|HP_0032751|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Focal impaired awareness emotional seizure with crying
|HP_0033602|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Glomerular hyaline subepithelial deposits
|HP_0030160|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Uterine cervicitis"", ""Uterine cervix inflammation""]"|Cervicitis
|HP_0006353|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Hypoplastic tooth buds"", ""Decreased size of tooth bud"", ""Decreased size of tooth germ"", ""Hypotrophic tooth germ"", ""Small tooth bud"", ""Small tooth germ""]"|Hypoplasia of the tooth germ
|HP_0100248|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Ballismus""]"|Hemiballismus
|HP_0410181|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Increased G6PD level in dried blood spot"", ""Increased glucose-6-phosphate dehydrogenase level in DBS""]"|Increased glucose-6-phosphate dehydrogenase level in dried blood spot
|HP_0004469|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Chronic bronchitis
|HP_0003958|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Cross-fusion of the forearm bones
|HP_6000916|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Echogenic fetal colon
|HP_0020279|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Irregular lymph-node lymphocyte nuclei
|HP_0010260|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Enlarged end part of the middle hand bones""]"|Enlarged epiphyses of the middle phalanges of the hand
|HP_0033868|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Abnormal medullary peritubular capillary lumen morphology
|HP_0003013|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Bulging end part of bone""]"|Bulging epiphyses
|HP_3000052|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Abnormality of hyoid bone""]"|Abnormal hyoid bone morphology
|HP_0100919|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Increased bone density in middle finger bone"", ""Sclerosis of the phalanges of the 3rd finger""]"|Sclerosis of 3rd finger phalanx
|HP_0009201|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Speckled calcifications in end part of the innnermost bone of the little finger"", ""Speckled calcifications in end part of the innnermost bone of the pinkie finger"", ""Speckled calcifications in end part of the innnermost bone of the pinky finger""]"|Stippling of the epiphysis of the proximal phalanx of the 5th finger
|HP_0002896|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Liver cancer"", ""Liver tumor"", ""Liver tumour""]"|Neoplasm of the liver
|HP_0007935|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Juvenile posterior subcapsular lenticular opacities
|HP_0030225|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Accumulation of muscle fibre desmin"", ""Muscle fiber desmin-reactive inclusion bodies"", ""Muscle fibre desmin-reactive inclusion bodies""]"|Accumulation of muscle fiber desmin
|HP_0009191|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Increased bone density of end part of the long bone of hands""]"|Ivory epiphyses of the metacarpals
|HP_0500136|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Decreased circulating threonine levels"", ""Decreased threonine blood levels"", ""Low blood threonine concentration""]"|Hypothreoninemia
|HP_0100005|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Testicular mesothelioma
|HP_0430025|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Bilateral facial muscle paralysis"", ""Bilateral facial muscle weakness"", ""Bilateral facial paralysis"", ""Paralysis of both sides of the face"", ""Weakness of both sides of the face""]"|Bilateral facial palsy
|HP_0030080|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Burkitt lymphoma
|HP_0034556|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Deficit at segmental level
|HP_0031272|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Pulmonary arterial atherosclerosis
|HP_0010362|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Curved bones of 3rd toe"", ""Curved phalanges of the 3rd toe""]"|Curved 3rd toe phalanx
|HP_0010752|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Cleft lower jaw"", ""Mandibular cleft""]"|Cleft mandible
|HP_0034576|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Skin biopsy: BPAG1-e antibody staining abnormal or absent""]"|Reduced epidermal bullous pemphigoid antigen 1 protein expression
|HP_0410293|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Absent natural antibody to blood group agents"", ""Complete or near-complete absence of isohemagglutinins""]"|Absent isohemagglutinin level
|HP_0033179|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Elevated circulating aconitic acid concentration
|HP_0030539|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Unaided visual acuity 0.4 LogMAR
|HP_0025029|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Abnormality of enteric neuron morphology""]"|Abnormal enteric neuron morphology
|HP_0500191|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""High leucine levels in cerebrospinal fluid""]"|Increased CSF leucine concentration
"[""HP:0005862""]"|HP_0002663|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Delayed maturation of end part of long bone"", ""Delayed epiphyseal maturation"", ""Delayed opacification of the epiphyses"", ""Epiphyseal ossification delay""]"|Delayed epiphyseal ossification
|HP_6000481|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Reduced urinary manganese level
|HP_0031981|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Elevated urine glycolate
|HP_0031053|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Coarctation in the transverse aortic arch
|HP_0011255|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Helix, crus, absent""]"|Absent crus of helix
|HP_0000710|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Hyperoralia"", ""Hyperorality"", ""Mouthing""]"|Hyperorality
"[""HP:0000838"", ""HP:0000844""]"|HP_0000864|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Abnormality of the hypothalamus-pituitary axis
|HP_0008777|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Abnormality of the vocal cords""]"|Abnormal vocal cord morphology
|HP_0031044|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Type A5 brachydactyly
"[""HP:0040073""]"|HP_0040072|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Abnormality of forearm bone""]"|Abnormal forearm bone morphology
|HP_0011729|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Abnormality of joint mobility
"[""HP:0008861""]"|HP_0008883|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Mild prenatal growth deficiency""]"|Mild intrauterine growth retardation
|HP_0040322|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Purple urine
|HP_0011583|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Cervical ectopia cordis
|HP_0031865|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Abnormal hepatic physiology""]"|Abnormal liver physiology
|HP_0034749|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Fungi in blood""]"|Fungal bloodstream infection
|HP_0020034|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Diffuse
|HP_0030177|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Abnormal nerve conduction study""]"|Abnormality of peripheral nervous system electrophysiology
|HP_0005219|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Intrinsic factor absent from gastric juice""]"|Absence of intrinsic factor
|HP_0030546|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Unaided visual acuity 1.1 LogMAR
|HP_0010322|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Abnormal 5th toe morphology"", ""Abnormality of the 5th toe"", ""Abnormality of the little toe"", ""Abnormality of the pinkie toe"", ""Abnormality of the pinky toe""]"|Abnormal fifth toe morphology
|HP_6000576|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Reduced tissue mannosyl-oligosaccharide glucosidase activity
|HP_0032642|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Renal interstitial necrotizing granulomata""]"|Renal interstitial necrotizing granulomas
|HP_0031378|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Abnormal lymphocyte proliferation
|HP_0010039|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Absent/small 3rd long bone of hand"", ""Absent/underdeveloped 3rd long bone of hand""]"|Aplasia/Hypoplasia of the 3rd metacarpal
|HP_0100942|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Increased bone density in the outermost bone of the little toe"", ""Increased bone density in the outermost bone of the pinkie toe"", ""Increased bone density in the outermost bone of the pinky toe""]"|Sclerosis of the distal phalanx of the 5th toe
|HP_0010028|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Bullet-shaped 1st long bone of hand""]"|Bullet-shaped 1st metacarpal
|HP_0030196|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Fatigable weakness of respiratory muscles
|HP_0033719|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||EEG with parietal epileptiform discharges
