id|alternative_ids|label|source|source_url|synonyms|term_name
hp_0012228||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Tension-type headache""]"|Tension-type headache
hp_0000085||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Horseshoe kidney"", ""Horseshoe kidneys""]"|Horseshoe kidney
hp_0010549||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Paralysis due to lesions of the principle motor tracts""]"|Weakness due to upper motor neuron dysfunction
hp_0032134||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Chronic decreased total IgG in blood""]"|Chronic decreased circulating total IgG
hp_0031421||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Small superior frontal cortex
hp_0034013||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Curvilinear pericallosal lipoma
hp_0025013||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Decerebrate posturing""]"|Decerebrate rigidity
hp_4000162||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""SCOT activity low in fibroblasts""]"|Decreased Succinyl-CoA 3-ketoacid CoA transferase activity
hp_0001641||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Abnormality of the pulmonary valve"", ""Anomaly of the pulmonary valve""]"|Abnormal pulmonary valve morphology
hp_0011698||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Supraventricular tachycardia with a manifest accessory pathway on the septum
hp_0012350||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Decreased sialylation of N-linked protein glycosylation
hp_0033602||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Glomerular hyaline subepithelial deposits
hp_0009535|"[""HP:0004106""]"|hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Absent index finger"", ""Absent index finger phalanges"", ""Aplasia of the index finger""]"|Aplasia of the 2nd finger
hp_0030725||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Neurenteric cyst
hp_0100832||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Eye floaters"", ""Flitting flies"", ""Mouches volantes"", ""Myodeopsia"", ""Myodesopsia"", ""Spots in front of eyes"", ""Vitreous condensations"", ""Vitreous debris"", ""Vitreous opacities"", ""Vitreous veils""]"|Vitreous floaters
hp_0200109||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Respiratory cilia have shortened or absent outer dynein arms""]"|Absent/shortened outer dynein arms
hp_6000159||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Foamy cells on hepatic biopsy"", ""Liver biopsy: lipid-laden macrophages""]"|Hepatic lipid-laden macrophage infiltration
hp_0009553||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Abnormality of the hairline""]"|Abnormality of the hairline
hp_0001082||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Gallbladder inflammation""]"|Cholecystitis
hp_0009790||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Hemisacrum
hp_0011733|"[""HP:0002855""]"|hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Abnormality of adrenal physiology
hp_0000925||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Abnormality of the backbone"", ""Abnormal spine"", ""Abnormal vertebral column"", ""Abnormality of the spine"", ""Abnormality of the vertebral column""]"|Abnormality of the vertebral column
hp_0032052||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Focal cortical dysplasia type IIa
hp_0003492||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||High urinary gonadotropin level
hp_0009148||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Small end part of the outermost bone of little finger"", ""Small end part of the outermost bone of pinkie finger"", ""Small end part of the outermost bone of pinky finger""]"|Small epiphysis of the distal phalanx of the 5th finger
hp_0430009||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Decreased size of eyelid"", ""Hypoplasia of the eyelid"", ""Hypoplastic eyelid"", ""Underdevelopment of eyelid""]"|Hypoplasia of eyelid
hp_6000528||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Livestock exposure
hp_0030277||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Abnormal vertebral pedicle morphology
hp_0011602||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Midline direction of ventricular apex
hp_0007840||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Ciliary trichomegaly of upper eyelashes"", ""Increased length of upper eyelashes"", ""Long upper eyelashes""]"|Long upper eyelashes
hp_0004727|"[""HP:0005568""]"|hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Urine concentrating defect"", ""Urine concentration defect""]"|Impaired renal concentrating ability
hp_0009180||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Ulnar deviation of the 5th finger
hp_0007695||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Abnormal pupillary light reflex
hp_0005720||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Shortening of all metacarpals
hp_0008720||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Primary testicular failure
hp_0000745||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Diminished energy"", ""Diminished motivation"", ""Diminished volitional state"", ""Lack of initiative"", ""Lack of motivation"", ""Lacking in initiative"", ""Lacks initiative""]"|Abnormal diminished volition
hp_0032551||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Haemorrhoids"", ""Piles""]"|Hemorrhoids
hp_6000466||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Elevated urine 3-methyladipic acid level
hp_0012023||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Increased urinary galactose level""]"|Galactosuria
hp_6001128||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||History of recent participation in athletics
hp_0025246||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Pilar cyst""]"|Trichilemmal cyst
hp_0025238||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Foot pain""]"|Foot pain
hp_0000268|"[""HP:0000258"", ""HP:0005440""]"|hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Long, narrow head"", ""Tall and narrow skull""]"|Dolichocephaly
hp_0030753||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Single-twin demise"", ""Intrauterine foetal demise of one twin after midgestation""]"|Intrauterine fetal demise of one twin after midgestation
hp_0012668||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Neurocardiogenic syncope"", ""Reflex syncope"", ""Situational syncope"", ""Vasovagal episode""]"|Vasovagal syncope
hp_0200065|"[""HP:0007912"", ""HP:0007945""]"|hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Chorioretinal degeneration
hp_0010557||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Overlapping fingers
hp_5200422||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Cotard syndrome""]"|Cotard delusion
hp_0000044|"[""HP:0003335"", ""HP:0008224""]"|hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Isolated hypogonadotropic hypogonadism"", ""Hypogonadotrophic hypogonadism"", ""Low gonadotropins (secondary hypogonadism)""]"|Hypogonadotropic hypogonadism
hp_0009193|"[""HP:0006091"", ""HP:0006164""]"|hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Accessory proximal metacarpal ossification centers"", ""Accessory proximal metacarpal ossification centres"", ""Metacarpal pseudoepiphyses"", ""Pseudoepiphyses of the metacarpals""]"|Metacarpal pseudoepiphysis
hp_0003526||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Orotic acid crystalluria
hp_0001927|"[""HP:0005552""]"|hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Acanthocytes"", ""Red cell acanthocytosis""]"|Acanthocytosis
hp_0010713|"[""HP:0005812""]"|hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Syndactyly of all toes"", ""Webbed 1st-5th toes""]"|1-5 toe syndactyly
hp_0031654||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Abnormal pulmonary valve physiology
hp_0032624||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Intratubular bilirubin casts
hp_0100188||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Small end part of middle long bone of 4th toe""]"|Small epiphysis of the middle phalanx of the 4th toe
hp_0033093||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Increased glutamine family amino acid level in urine
hp_0002299||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Brittle hair""]"|Brittle hair
hp_0025040||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Edema of the thalamus"", ""Oedema of the thalamus"", ""Thalamic edema""]"|Thalamic edema
hp_0031915||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Stable
hp_0005109||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Abnormality of the Achilles tendon"", ""Abnormality of the calcaneal tendon""]"|Abnormality of the Achilles tendon
hp_0007747||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Monocular horizontal nystagmus
hp_0032221||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Periportal emperipolesis
hp_0032764||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Focal autonomic seizure with erection
hp_0040022||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Second finger clinodactyly""]"|Clinodactyly of the 2nd finger
hp_0032120||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Abnormal peripheral nervous system physiology
hp_6000270||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Saccharopine present in CSF""]"|Elevated CSF saccharopine concentration
hp_0010882||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Pulmonary valve atresia
hp_0410224||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Increased level of anti-bacteria IgE antibody""]"|Increased anti-bacteria IgE antibody level
hp_0025701||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Distended jugular lymphatic sacs
hp_0025719||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Maternal vascular malperfusion
hp_0033203||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Brachioradialis hyperreflexia
hp_0007366||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Brainstem atrophy""]"|Atrophy/Degeneration affecting the brainstem
hp_5200116||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Difficulty understanding nonliteral meaning of conversation
hp_0006834||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Developmental stagnation at onset of seizures
hp_0001552|"[""HP:0000781"", ""HP:0001553""]"|hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Barrel chest"", ""Barrel-shaped chest""]"|Barrel-shaped chest
hp_0100833||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Small intestine tumor"", ""Small intestine tumour""]"|Neoplasm of the small intestine
hp_0011917||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Short fifth toe"", ""Short little toe"", ""Short pinkie toe"", ""Short pinky toe""]"|Short 5th toe
hp_6000809||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Thickened cortex of the tibia""]"|Thickened tibial cortex
hp_0009139||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Osteolysis involving bones of the lower limbs
hp_0030282||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Dorsal rib defect""]"|Posterior rib gap
hp_0033894||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Renal arteriolar intraluminal thrombi
hp_0033034||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Anti-citrullinated protein antibody positivity
hp_0001050||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Plethora
hp_0033480||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl||Hypobilirubinemia
hp_0033887||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Amyloidosis within interlobular arterial intima/media"", ""Interlobular arterial intima/media amyloidosis""]"|Cortical radial artery intimal/medial amyloidosis
hp_6000091||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Symptoms worsen in post-partum state""]"|Postpartum exacerbation
hp_0008942||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Rhabdomyolysis, acute""]"|Acute rhabdomyolysis
hp_0007249||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Decreased number of small peripheral myelinated nerve fibres""]"|Decreased number of small peripheral myelinated nerve fibers
hp_0008161||hpo|Human Phenotype Ontology|http://purl.obolibrary.org/obo/hp.owl|"[""Absent leukocyte ALP""]"|Absent leukocyte alkaline phosphatase
