id|chr|end|label|source|source_url|start
chr1_1632139_1632198_grch38|chr1|1632198|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|1632139
chr1_1657393_1657452_grch38|chr1|1657452|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|1657393
chr1_1658962_1659021_grch38|chr1|1659021|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|1658962
chr1_1659199_1659258_grch38|chr1|1659258|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|1659199
chr1_1692497_1692556_grch38|chr1|1692556|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|1692497
chr1_1692699_1692758_grch38|chr1|1692758|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|1692699
chr1_1692812_1692871_grch38|chr1|1692871|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|1692812
chr1_1708880_1708939_grch38|chr1|1708939|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|1708880
chr1_1719442_1719501_grch38|chr1|1719501|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|1719442
chr1_1721658_1721717_grch38|chr1|1721717|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|1721658
chr1_1724324_1724383_grch38|chr1|1724383|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|1724324
chr1_1727707_1727766_grch38|chr1|1727766|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|1727707
chr1_1745772_1745831_grch38|chr1|1745831|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|1745772
chr1_1745992_1746051_grch38|chr1|1746051|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|1745992
chr1_1746267_1746326_grch38|chr1|1746326|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|1746267
chr1_1778439_1778498_grch38|chr1|1778498|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|1778439
chr1_1778805_1778864_grch38|chr1|1778864|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|1778805
chr1_1780021_1780080_grch38|chr1|1780080|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|1780021
chr1_1780504_1780563_grch38|chr1|1780563|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|1780504
chr1_1890844_1890903_grch38|chr1|1890903|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|1890844
chr1_1891060_1891119_grch38|chr1|1891119|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|1891060
chr1_1918790_1918849_grch38|chr1|1918849|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|1918790
chr1_1919269_1919328_grch38|chr1|1919328|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|1919269
chr1_2003776_2003835_grch38|chr1|2003835|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|2003776
chr1_2019311_2019370_grch38|chr1|2019370|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|2019311
chr1_2048506_2048565_grch38|chr1|2048565|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|2048506
chr1_2050362_2050421_grch38|chr1|2050421|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|2050362
chr1_2073499_2073558_grch38|chr1|2073558|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|2073499
chr1_2073615_2073674_grch38|chr1|2073674|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|2073615
chr1_2145338_2145397_grch38|chr1|2145397|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|2145338
chr1_2194762_2194821_grch38|chr1|2194821|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|2194762
chr1_2228640_2228699_grch38|chr1|2228699|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|2228640
chr1_2391544_2391603_grch38|chr1|2391603|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|2391544
chr1_2391793_2391852_grch38|chr1|2391852|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|2391793
chr1_2412533_2412592_grch38|chr1|2412592|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|2412533
chr1_2413801_2413860_grch38|chr1|2413860|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|2413801
chr1_2415900_2415959_grch38|chr1|2415959|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|2415900
chr1_2476272_2476331_grch38|chr1|2476331|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|2476272
chr1_2526586_2526645_grch38|chr1|2526645|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|2526586
chr1_2530253_2530312_grch38|chr1|2530312|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|2530253
chr1_2554245_2554304_grch38|chr1|2554304|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|2554245
chr1_2556322_2556381_grch38|chr1|2556381|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|2556322
chr1_2556514_2556573_grch38|chr1|2556573|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|2556514
chr1_2586474_2586533_grch38|chr1|2586533|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|2586474
chr1_2586749_2586808_grch38|chr1|2586808|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|2586749
chr1_2629397_2629456_grch38|chr1|2629456|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|2629397
chr1_2632980_2633039_grch38|chr1|2633039|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|2632980
chr1_3068661_3068720_grch38|chr1|3068720|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|3068661
chr1_3069154_3069213_grch38|chr1|3069213|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|3069154
chr1_3116242_3116301_grch38|chr1|3116301|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|3116242
chr1_3471575_3471634_grch38|chr1|3471634|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|3471575
chr1_3531401_3531460_grch38|chr1|3531460|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|3531401
chr1_3611486_3611545_grch38|chr1|3611545|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|3611486
chr1_3619569_3619628_grch38|chr1|3619628|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|3619569
chr1_3624769_3624828_grch38|chr1|3624828|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|3624769
chr1_3624985_3625044_grch38|chr1|3625044|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|3624985
chr1_3650093_3650152_grch38|chr1|3650152|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|3650093
chr1_3652467_3652526_grch38|chr1|3652526|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|3652467
chr1_3690623_3690682_grch38|chr1|3690682|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|3690623
chr1_3697997_3698056_grch38|chr1|3698056|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|3697997
chr1_3752401_3752460_grch38|chr1|3752460|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|3752401
chr1_3772606_3772665_grch38|chr1|3772665|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|3772606
chr1_3796484_3796543_grch38|chr1|3796543|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|3796484
chr1_3857201_3857260_grch38|chr1|3857260|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|3857201
chr1_3857237_3857296_grch38|chr1|3857296|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|3857237
chr1_3857427_3857486_grch38|chr1|3857486|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|3857427
chr1_3900248_3900307_grch38|chr1|3900307|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|3900248
chr1_4655163_4655222_grch38|chr1|4655222|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|4655163
chr1_5992375_5992434_grch38|chr1|5992434|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|5992375
chr1_5992415_5992474_grch38|chr1|5992474|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|5992415
chr1_6025938_6025997_grch38|chr1|6025997|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6025938
chr1_6026284_6026343_grch38|chr1|6026343|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6026284
chr1_6180114_6180173_grch38|chr1|6180173|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6180114
chr1_6199584_6199643_grch38|chr1|6199643|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6199584
chr1_6206070_6206129_grch38|chr1|6206129|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6206070
chr1_6235954_6236013_grch38|chr1|6236013|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6235954
chr1_6259429_6259488_grch38|chr1|6259488|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6259429
chr1_6261054_6261113_grch38|chr1|6261113|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6261054
chr1_6358919_6358978_grch38|chr1|6358978|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6358919
chr1_6360691_6360750_grch38|chr1|6360750|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6360691
chr1_6385787_6385846_grch38|chr1|6385846|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6385787
chr1_6393367_6393426_grch38|chr1|6393426|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6393367
chr1_6393757_6393816_grch38|chr1|6393816|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6393757
chr1_6419909_6419968_grch38|chr1|6419968|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6419909
chr1_6424671_6424730_grch38|chr1|6424730|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6424671
chr1_6424727_6424786_grch38|chr1|6424786|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6424727
chr1_6448039_6448098_grch38|chr1|6448098|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6448039
chr1_6448442_6448501_grch38|chr1|6448501|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6448442
chr1_6466142_6466201_grch38|chr1|6466201|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6466142
chr1_6469113_6469172_grch38|chr1|6469172|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6469113
chr1_6485457_6485516_grch38|chr1|6485516|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6485457
chr1_6490570_6490629_grch38|chr1|6490629|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6490570
chr1_6497414_6497473_grch38|chr1|6497473|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6497414
chr1_6520052_6520111_grch38|chr1|6520111|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6520052
chr1_6554503_6554562_grch38|chr1|6554562|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6554503
chr1_6579947_6580006_grch38|chr1|6580006|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6579947
chr1_6599828_6599887_grch38|chr1|6599887|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6599828
chr1_6602859_6602918_grch38|chr1|6602918|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6602859
chr1_6603681_6603740_grch38|chr1|6603740|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6603681
chr1_6613706_6613765_grch38|chr1|6613765|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6613706
chr1_6624821_6624880_grch38|chr1|6624880|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6624821
chr1_6625134_6625193_grch38|chr1|6625193|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6625134
chr1_6680934_6680993_grch38|chr1|6680993|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6680934
chr1_6701812_6701871_grch38|chr1|6701871|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6701812
chr1_6785405_6785464_grch38|chr1|6785464|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|6785405
chr1_7771247_7771306_grch38|chr1|7771306|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|7771247
chr1_7784242_7784301_grch38|chr1|7784301|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|7784242
chr1_7784378_7784437_grch38|chr1|7784437|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|7784378
chr1_7784598_7784657_grch38|chr1|7784657|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|7784598
chr1_7853055_7853114_grch38|chr1|7853114|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|7853055
chr1_7913239_7913298_grch38|chr1|7913298|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|7913239
chr1_7940827_7940886_grch38|chr1|7940886|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|7940827
chr1_7954149_7954208_grch38|chr1|7954208|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|7954149
chr1_7961662_7961721_grch38|chr1|7961721|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|7961662
chr1_8026299_8026358_grch38|chr1|8026358|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|8026299
chr1_8423699_8423758_grch38|chr1|8423758|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|8423699
chr1_8817630_8817689_grch38|chr1|8817689|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|8817630
chr1_8817993_8818052_grch38|chr1|8818052|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|8817993
chr1_8878676_8878735_grch38|chr1|8878735|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|8878676
chr1_8945819_8945878_grch38|chr1|8945878|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|8945819
chr1_9069625_9069684_grch38|chr1|9069684|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|9069625
chr1_9129092_9129151_grch38|chr1|9129151|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|9129092
chr1_9182093_9182152_grch38|chr1|9182152|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|9182093
chr1_9182287_9182346_grch38|chr1|9182346|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|9182287
chr1_9234725_9234784_grch38|chr1|9234784|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|9234725
chr1_9239798_9239857_grch38|chr1|9239857|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|9239798
chr1_9292845_9292904_grch38|chr1|9292904|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|9292845
chr1_9347919_9347978_grch38|chr1|9347978|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|9347919
chr1_9539440_9539499_grch38|chr1|9539499|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|9539440
chr1_9588862_9588921_grch38|chr1|9588921|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|9588862
chr1_9629971_9630030_grch38|chr1|9630030|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|9629971
chr1_9651682_9651741_grch38|chr1|9651741|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|9651682
chr1_9664046_9664105_grch38|chr1|9664105|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|9664046
chr1_9823950_9824009_grch38|chr1|9824009|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|9823950
chr1_9877937_9877996_grch38|chr1|9877996|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|9877937
chr1_9910245_9910304_grch38|chr1|9910304|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|9910245
chr1_9942789_9942848_grch38|chr1|9942848|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|9942789
chr1_9943317_9943376_grch38|chr1|9943376|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|9943317
chr1_9943426_9943485_grch38|chr1|9943485|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|9943426
chr1_9997179_9997238_grch38|chr1|9997238|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|9997179
chr1_10032909_10032968_grch38|chr1|10032968|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|10032909
chr1_10232190_10232249_grch38|chr1|10232249|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|10232190
chr1_10232313_10232372_grch38|chr1|10232372|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|10232313
chr1_10399015_10399074_grch38|chr1|10399074|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|10399015
chr1_10430394_10430453_grch38|chr1|10430453|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|10430394
chr1_10430703_10430762_grch38|chr1|10430762|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|10430703
chr1_10433796_10433855_grch38|chr1|10433855|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|10433796
chr1_10450108_10450167_grch38|chr1|10450167|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|10450108
chr1_10472516_10472575_grch38|chr1|10472575|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|10472516
chr1_10472965_10473024_grch38|chr1|10473024|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|10472965
chr1_10474905_10474964_grch38|chr1|10474964|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|10474905
chr1_10694536_10694595_grch38|chr1|10694595|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|10694536
chr1_10796609_10796668_grch38|chr1|10796668|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|10796609
chr1_11012278_11012337_grch38|chr1|11012337|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|11012278
chr1_11012610_11012669_grch38|chr1|11012669|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|11012610
chr1_11013752_11013811_grch38|chr1|11013811|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|11013752
chr1_11022615_11022674_grch38|chr1|11022674|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|11022615
chr1_11023285_11023344_grch38|chr1|11023344|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|11023285
chr1_11047229_11047288_grch38|chr1|11047288|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|11047229
chr1_11060008_11060067_grch38|chr1|11060067|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|11060008
chr1_11099841_11099900_grch38|chr1|11099900|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|11099841
chr1_11189306_11189365_grch38|chr1|11189365|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|11189306
chr1_11262530_11262589_grch38|chr1|11262589|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|11262530
chr1_11273177_11273236_grch38|chr1|11273236|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|11273177
chr1_11273461_11273520_grch38|chr1|11273520|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|11273461
chr1_11479106_11479165_grch38|chr1|11479165|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|11479106
chr1_11479267_11479326_grch38|chr1|11479326|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|11479267
chr1_11488176_11488235_grch38|chr1|11488235|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|11488176
chr1_11654419_11654478_grch38|chr1|11654478|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|11654419
chr1_11654476_11654535_grch38|chr1|11654535|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|11654476
chr1_11654644_11654703_grch38|chr1|11654703|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|11654644
chr1_11654828_11654887_grch38|chr1|11654887|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|11654828
chr1_11654839_11654898_grch38|chr1|11654898|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|11654839
chr1_11654861_11654920_grch38|chr1|11654920|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|11654861
chr1_11664044_11664103_grch38|chr1|11664103|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|11664044
chr1_11664152_11664211_grch38|chr1|11664211|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|11664152
chr1_11680958_11681017_grch38|chr1|11681017|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|11680958
chr1_11681138_11681197_grch38|chr1|11681197|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|11681138
chr1_11691661_11691720_grch38|chr1|11691720|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|11691661
chr1_11691816_11691875_grch38|chr1|11691875|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|11691816
