accession|chr|end|id|source|source_url|start
EH38E3951325|chr1|858280|SO_000165:chr1_858049_858280|ENCODE cCRE|https://screen.wenglab.org/downloads|858049
EH38E3951325|chr1|858280|SO_000165:chr1_858049_858280|ENCODE cCRE|https://screen.wenglab.org/downloads|858049
EH38E3951327|chr1|864940|SO_000165:chr1_864693_864940|ENCODE cCRE|https://screen.wenglab.org/downloads|864693
EH38E3951327|chr1|864940|SO_000165:chr1_864693_864940|ENCODE cCRE|https://screen.wenglab.org/downloads|864693
EH38E3951328|chr1|865207|SO_000165:chr1_864956_865207|ENCODE cCRE|https://screen.wenglab.org/downloads|864956
EH38E3951328|chr1|865207|SO_000165:chr1_864956_865207|ENCODE cCRE|https://screen.wenglab.org/downloads|864956
EH38E1310192|chr1|865612|SO_000165:chr1_865421_865612|ENCODE cCRE|https://screen.wenglab.org/downloads|865421
EH38E1310192|chr1|865612|SO_000165:chr1_865421_865612|ENCODE cCRE|https://screen.wenglab.org/downloads|865421
EH38E1310193|chr1|866097|SO_000165:chr1_865784_866097|ENCODE cCRE|https://screen.wenglab.org/downloads|865784
EH38E1310193|chr1|866097|SO_000165:chr1_865784_866097|ENCODE cCRE|https://screen.wenglab.org/downloads|865784
EH38E1310194|chr1|866334|SO_000165:chr1_866117_866334|ENCODE cCRE|https://screen.wenglab.org/downloads|866117
EH38E1310194|chr1|866334|SO_000165:chr1_866117_866334|ENCODE cCRE|https://screen.wenglab.org/downloads|866117
EH38E2776580|chr1|866564|SO_000165:chr1_866397_866564|ENCODE cCRE|https://screen.wenglab.org/downloads|866397
EH38E2776580|chr1|866564|SO_000165:chr1_866397_866564|ENCODE cCRE|https://screen.wenglab.org/downloads|866397
EH38E2776587|chr1|882434|SO_000165:chr1_882088_882434|ENCODE cCRE|https://screen.wenglab.org/downloads|882088
EH38E2776587|chr1|882434|SO_000165:chr1_882088_882434|ENCODE cCRE|https://screen.wenglab.org/downloads|882088
EH38E3951335|chr1|890107|SO_000165:chr1_889757_890107|ENCODE cCRE|https://screen.wenglab.org/downloads|889757
EH38E3951335|chr1|890107|SO_000165:chr1_889757_890107|ENCODE cCRE|https://screen.wenglab.org/downloads|889757
EH38E2776588|chr1|890728|SO_000165:chr1_890488_890728|ENCODE cCRE|https://screen.wenglab.org/downloads|890488
EH38E2776588|chr1|890728|SO_000165:chr1_890488_890728|ENCODE cCRE|https://screen.wenglab.org/downloads|890488
EH38E1310200|chr1|891091|SO_000165:chr1_890837_891091|ENCODE cCRE|https://screen.wenglab.org/downloads|890837
EH38E1310200|chr1|891091|SO_000165:chr1_890837_891091|ENCODE cCRE|https://screen.wenglab.org/downloads|890837
EH38E2776591|chr1|898660|SO_000165:chr1_898459_898660|ENCODE cCRE|https://screen.wenglab.org/downloads|898459
EH38E2776591|chr1|898660|SO_000165:chr1_898459_898660|ENCODE cCRE|https://screen.wenglab.org/downloads|898459
EH38E2776592|chr1|899042|SO_000165:chr1_898790_899042|ENCODE cCRE|https://screen.wenglab.org/downloads|898790
EH38E2776592|chr1|899042|SO_000165:chr1_898790_899042|ENCODE cCRE|https://screen.wenglab.org/downloads|898790
EH38E2776603|chr1|907075|SO_000165:chr1_906737_907075|ENCODE cCRE|https://screen.wenglab.org/downloads|906737
EH38E2776603|chr1|907075|SO_000165:chr1_906737_907075|ENCODE cCRE|https://screen.wenglab.org/downloads|906737
EH38E2776604|chr1|907390|SO_000165:chr1_907159_907390|ENCODE cCRE|https://screen.wenglab.org/downloads|907159
EH38E2776604|chr1|907390|SO_000165:chr1_907159_907390|ENCODE cCRE|https://screen.wenglab.org/downloads|907159
EH38E2776605|chr1|907864|SO_000165:chr1_907588_907864|ENCODE cCRE|https://screen.wenglab.org/downloads|907588
EH38E2776605|chr1|907864|SO_000165:chr1_907588_907864|ENCODE cCRE|https://screen.wenglab.org/downloads|907588
EH38E2776606|chr1|908140|SO_000165:chr1_907939_908140|ENCODE cCRE|https://screen.wenglab.org/downloads|907939
EH38E2776606|chr1|908140|SO_000165:chr1_907939_908140|ENCODE cCRE|https://screen.wenglab.org/downloads|907939
EH38E2776607|chr1|908355|SO_000165:chr1_908172_908355|ENCODE cCRE|https://screen.wenglab.org/downloads|908172
EH38E2776607|chr1|908355|SO_000165:chr1_908172_908355|ENCODE cCRE|https://screen.wenglab.org/downloads|908172
EH38E2776621|chr1|916377|SO_000165:chr1_916159_916377|ENCODE cCRE|https://screen.wenglab.org/downloads|916159
EH38E2776621|chr1|916377|SO_000165:chr1_916159_916377|ENCODE cCRE|https://screen.wenglab.org/downloads|916159
EH38E2776622|chr1|916886|SO_000165:chr1_916536_916886|ENCODE cCRE|https://screen.wenglab.org/downloads|916536
EH38E2776622|chr1|916886|SO_000165:chr1_916536_916886|ENCODE cCRE|https://screen.wenglab.org/downloads|916536
EH38E2776623|chr1|917101|SO_000165:chr1_916899_917101|ENCODE cCRE|https://screen.wenglab.org/downloads|916899
EH38E2776623|chr1|917101|SO_000165:chr1_916899_917101|ENCODE cCRE|https://screen.wenglab.org/downloads|916899
EH38E2776624|chr1|917408|SO_000165:chr1_917217_917408|ENCODE cCRE|https://screen.wenglab.org/downloads|917217
EH38E2776624|chr1|917408|SO_000165:chr1_917217_917408|ENCODE cCRE|https://screen.wenglab.org/downloads|917217
EH38E2776634|chr1|921981|SO_000165:chr1_921772_921981|ENCODE cCRE|https://screen.wenglab.org/downloads|921772
EH38E2776634|chr1|921981|SO_000165:chr1_921772_921981|ENCODE cCRE|https://screen.wenglab.org/downloads|921772
EH38E2776650|chr1|928113|SO_000165:chr1_927827_928113|ENCODE cCRE|https://screen.wenglab.org/downloads|927827
EH38E2776651|chr1|928832|SO_000165:chr1_928483_928832|ENCODE cCRE|https://screen.wenglab.org/downloads|928483
EH38E1310251|chr1|929117|SO_000165:chr1_928961_929117|ENCODE cCRE|https://screen.wenglab.org/downloads|928961
EH38E2776652|chr1|929304|SO_000165:chr1_929123_929304|ENCODE cCRE|https://screen.wenglab.org/downloads|929123
EH38E3951345|chr1|930334|SO_000165:chr1_930110_930334|ENCODE cCRE|https://screen.wenglab.org/downloads|930110
EH38E2776654|chr1|930707|SO_000165:chr1_930469_930707|ENCODE cCRE|https://screen.wenglab.org/downloads|930469
EH38E2776655|chr1|931023|SO_000165:chr1_930734_931023|ENCODE cCRE|https://screen.wenglab.org/downloads|930734
EH38E1310253|chr1|931807|SO_000165:chr1_931576_931807|ENCODE cCRE|https://screen.wenglab.org/downloads|931576
EH38E2776656|chr1|932076|SO_000165:chr1_931826_932076|ENCODE cCRE|https://screen.wenglab.org/downloads|931826
EH38E2776657|chr1|932508|SO_000165:chr1_932203_932508|ENCODE cCRE|https://screen.wenglab.org/downloads|932203
EH38E2776658|chr1|932829|SO_000165:chr1_932540_932829|ENCODE cCRE|https://screen.wenglab.org/downloads|932540
EH38E2776659|chr1|933051|SO_000165:chr1_932850_933051|ENCODE cCRE|https://screen.wenglab.org/downloads|932850
EH38E2776660|chr1|933436|SO_000165:chr1_933101_933436|ENCODE cCRE|https://screen.wenglab.org/downloads|933101
EH38E2776661|chr1|933888|SO_000165:chr1_933549_933888|ENCODE cCRE|https://screen.wenglab.org/downloads|933549
EH38E2776662|chr1|935118|SO_000165:chr1_934961_935118|ENCODE cCRE|https://screen.wenglab.org/downloads|934961
EH38E2776663|chr1|935577|SO_000165:chr1_935362_935577|ENCODE cCRE|https://screen.wenglab.org/downloads|935362
EH38E2776664|chr1|936173|SO_000165:chr1_935831_936173|ENCODE cCRE|https://screen.wenglab.org/downloads|935831
EH38E2776665|chr1|936653|SO_000165:chr1_936378_936653|ENCODE cCRE|https://screen.wenglab.org/downloads|936378
EH38E2776666|chr1|936970|SO_000165:chr1_936725_936970|ENCODE cCRE|https://screen.wenglab.org/downloads|936725
EH38E2776667|chr1|937337|SO_000165:chr1_936990_937337|ENCODE cCRE|https://screen.wenglab.org/downloads|936990
EH38E2776668|chr1|937858|SO_000165:chr1_937527_937858|ENCODE cCRE|https://screen.wenglab.org/downloads|937527
EH38E2776669|chr1|938393|SO_000165:chr1_938132_938393|ENCODE cCRE|https://screen.wenglab.org/downloads|938132
EH38E2776670|chr1|938750|SO_000165:chr1_938403_938750|ENCODE cCRE|https://screen.wenglab.org/downloads|938403
EH38E2776671|chr1|938981|SO_000165:chr1_938790_938981|ENCODE cCRE|https://screen.wenglab.org/downloads|938790
EH38E2776672|chr1|939401|SO_000165:chr1_939140_939401|ENCODE cCRE|https://screen.wenglab.org/downloads|939140
EH38E2776673|chr1|939682|SO_000165:chr1_939477_939682|ENCODE cCRE|https://screen.wenglab.org/downloads|939477
EH38E2776674|chr1|939997|SO_000165:chr1_939721_939997|ENCODE cCRE|https://screen.wenglab.org/downloads|939721
EH38E2776675|chr1|940514|SO_000165:chr1_940166_940514|ENCODE cCRE|https://screen.wenglab.org/downloads|940166
EH38E2776676|chr1|941033|SO_000165:chr1_940794_941033|ENCODE cCRE|https://screen.wenglab.org/downloads|940794
EH38E3951346|chr1|941341|SO_000165:chr1_941181_941341|ENCODE cCRE|https://screen.wenglab.org/downloads|941181
EH38E3951347|chr1|941557|SO_000165:chr1_941384_941557|ENCODE cCRE|https://screen.wenglab.org/downloads|941384
EH38E2776678|chr1|942032|SO_000165:chr1_941698_942032|ENCODE cCRE|https://screen.wenglab.org/downloads|941698
EH38E2776679|chr1|942409|SO_000165:chr1_942204_942409|ENCODE cCRE|https://screen.wenglab.org/downloads|942204
EH38E2776680|chr1|942745|SO_000165:chr1_942449_942745|ENCODE cCRE|https://screen.wenglab.org/downloads|942449
EH38E2776681|chr1|943015|SO_000165:chr1_942805_943015|ENCODE cCRE|https://screen.wenglab.org/downloads|942805
EH38E2776682|chr1|943473|SO_000165:chr1_943123_943473|ENCODE cCRE|https://screen.wenglab.org/downloads|943123
EH38E1310282|chr1|943859|SO_000165:chr1_943509_943859|ENCODE cCRE|https://screen.wenglab.org/downloads|943509
EH38E2776683|chr1|944208|SO_000165:chr1_943992_944208|ENCODE cCRE|https://screen.wenglab.org/downloads|943992
EH38E1310285|chr1|944734|SO_000165:chr1_944392_944734|ENCODE cCRE|https://screen.wenglab.org/downloads|944392
EH38E2776684|chr1|945076|SO_000165:chr1_944916_945076|ENCODE cCRE|https://screen.wenglab.org/downloads|944916
EH38E1310287|chr1|945422|SO_000165:chr1_945196_945422|ENCODE cCRE|https://screen.wenglab.org/downloads|945196
EH38E1310288|chr1|945766|SO_000165:chr1_945556_945766|ENCODE cCRE|https://screen.wenglab.org/downloads|945556
EH38E2776685|chr1|946258|SO_000165:chr1_945909_946258|ENCODE cCRE|https://screen.wenglab.org/downloads|945909
EH38E1310290|chr1|946554|SO_000165:chr1_946357_946554|ENCODE cCRE|https://screen.wenglab.org/downloads|946357
EH38E2776686|chr1|947591|SO_000165:chr1_947289_947591|ENCODE cCRE|https://screen.wenglab.org/downloads|947289
EH38E2776692|chr1|952587|SO_000165:chr1_952248_952587|ENCODE cCRE|https://screen.wenglab.org/downloads|952248
EH38E2776693|chr1|953993|SO_000165:chr1_953691_953993|ENCODE cCRE|https://screen.wenglab.org/downloads|953691
EH38E2776694|chr1|954198|SO_000165:chr1_954034_954198|ENCODE cCRE|https://screen.wenglab.org/downloads|954034
EH38E2776695|chr1|955271|SO_000165:chr1_954929_955271|ENCODE cCRE|https://screen.wenglab.org/downloads|954929
EH38E2776696|chr1|955798|SO_000165:chr1_955588_955798|ENCODE cCRE|https://screen.wenglab.org/downloads|955588
EH38E3951353|chr1|956965|SO_000165:chr1_956618_956965|ENCODE cCRE|https://screen.wenglab.org/downloads|956618
EH38E2776711|chr1|962935|SO_000165:chr1_962676_962935|ENCODE cCRE|https://screen.wenglab.org/downloads|962676
EH38E2776712|chr1|963346|SO_000165:chr1_963016_963346|ENCODE cCRE|https://screen.wenglab.org/downloads|963016
EH38E2776713|chr1|963523|SO_000165:chr1_963368_963523|ENCODE cCRE|https://screen.wenglab.org/downloads|963368
EH38E2776714|chr1|964074|SO_000165:chr1_963852_964074|ENCODE cCRE|https://screen.wenglab.org/downloads|963852
EH38E2776715|chr1|964485|SO_000165:chr1_964138_964485|ENCODE cCRE|https://screen.wenglab.org/downloads|964138
EH38E2776727|chr1|969054|SO_000165:chr1_968754_969054|ENCODE cCRE|https://screen.wenglab.org/downloads|968754
EH38E2776727|chr1|969054|SO_000165:chr1_968754_969054|ENCODE cCRE|https://screen.wenglab.org/downloads|968754
EH38E2776728|chr1|970789|SO_000165:chr1_970473_970789|ENCODE cCRE|https://screen.wenglab.org/downloads|970473
EH38E2776728|chr1|970789|SO_000165:chr1_970473_970789|ENCODE cCRE|https://screen.wenglab.org/downloads|970473
EH38E2776729|chr1|971057|SO_000165:chr1_970809_971057|ENCODE cCRE|https://screen.wenglab.org/downloads|970809
EH38E2776729|chr1|971057|SO_000165:chr1_970809_971057|ENCODE cCRE|https://screen.wenglab.org/downloads|970809
EH38E2776730|chr1|971275|SO_000165:chr1_971074_971275|ENCODE cCRE|https://screen.wenglab.org/downloads|971074
EH38E2776730|chr1|971275|SO_000165:chr1_971074_971275|ENCODE cCRE|https://screen.wenglab.org/downloads|971074
EH38E1310312|chr1|971620|SO_000165:chr1_971280_971620|ENCODE cCRE|https://screen.wenglab.org/downloads|971280
EH38E1310312|chr1|971620|SO_000165:chr1_971280_971620|ENCODE cCRE|https://screen.wenglab.org/downloads|971280
EH38E2776731|chr1|972065|SO_000165:chr1_971818_972065|ENCODE cCRE|https://screen.wenglab.org/downloads|971818
EH38E2776731|chr1|972065|SO_000165:chr1_971818_972065|ENCODE cCRE|https://screen.wenglab.org/downloads|971818
EH38E2776732|chr1|972462|SO_000165:chr1_972113_972462|ENCODE cCRE|https://screen.wenglab.org/downloads|972113
EH38E2776732|chr1|972462|SO_000165:chr1_972113_972462|ENCODE cCRE|https://screen.wenglab.org/downloads|972113
EH38E2776733|chr1|972680|SO_000165:chr1_972511_972680|ENCODE cCRE|https://screen.wenglab.org/downloads|972511
EH38E2776733|chr1|972680|SO_000165:chr1_972511_972680|ENCODE cCRE|https://screen.wenglab.org/downloads|972511
EH38E2776734|chr1|973017|SO_000165:chr1_972864_973017|ENCODE cCRE|https://screen.wenglab.org/downloads|972864
EH38E2776734|chr1|973017|SO_000165:chr1_972864_973017|ENCODE cCRE|https://screen.wenglab.org/downloads|972864
EH38E2776735|chr1|973484|SO_000165:chr1_973149_973484|ENCODE cCRE|https://screen.wenglab.org/downloads|973149
EH38E2776735|chr1|973484|SO_000165:chr1_973149_973484|ENCODE cCRE|https://screen.wenglab.org/downloads|973149
EH38E2776736|chr1|973801|SO_000165:chr1_973570_973801|ENCODE cCRE|https://screen.wenglab.org/downloads|973570
EH38E2776736|chr1|973801|SO_000165:chr1_973570_973801|ENCODE cCRE|https://screen.wenglab.org/downloads|973570
EH38E2776737|chr1|974175|SO_000165:chr1_973844_974175|ENCODE cCRE|https://screen.wenglab.org/downloads|973844
EH38E2776737|chr1|974175|SO_000165:chr1_973844_974175|ENCODE cCRE|https://screen.wenglab.org/downloads|973844
EH38E2776738|chr1|974522|SO_000165:chr1_974192_974522|ENCODE cCRE|https://screen.wenglab.org/downloads|974192
EH38E2776738|chr1|974522|SO_000165:chr1_974192_974522|ENCODE cCRE|https://screen.wenglab.org/downloads|974192
EH38E2776739|chr1|975109|SO_000165:chr1_974759_975109|ENCODE cCRE|https://screen.wenglab.org/downloads|974759
EH38E2776739|chr1|975109|SO_000165:chr1_974759_975109|ENCODE cCRE|https://screen.wenglab.org/downloads|974759
EH38E2776740|chr1|975613|SO_000165:chr1_975264_975613|ENCODE cCRE|https://screen.wenglab.org/downloads|975264
EH38E2776740|chr1|975613|SO_000165:chr1_975264_975613|ENCODE cCRE|https://screen.wenglab.org/downloads|975264
EH38E2776741|chr1|976336|SO_000165:chr1_975986_976336|ENCODE cCRE|https://screen.wenglab.org/downloads|975986
EH38E2776741|chr1|976336|SO_000165:chr1_975986_976336|ENCODE cCRE|https://screen.wenglab.org/downloads|975986
EH38E3951357|chr1|976596|SO_000165:chr1_976430_976596|ENCODE cCRE|https://screen.wenglab.org/downloads|976430
EH38E3951357|chr1|976596|SO_000165:chr1_976430_976596|ENCODE cCRE|https://screen.wenglab.org/downloads|976430
EH38E2776743|chr1|977133|SO_000165:chr1_976899_977133|ENCODE cCRE|https://screen.wenglab.org/downloads|976899
EH38E2776743|chr1|977133|SO_000165:chr1_976899_977133|ENCODE cCRE|https://screen.wenglab.org/downloads|976899
EH38E2776745|chr1|978039|SO_000165:chr1_977831_978039|ENCODE cCRE|https://screen.wenglab.org/downloads|977831
EH38E2776745|chr1|978039|SO_000165:chr1_977831_978039|ENCODE cCRE|https://screen.wenglab.org/downloads|977831
EH38E2776746|chr1|978457|SO_000165:chr1_978113_978457|ENCODE cCRE|https://screen.wenglab.org/downloads|978113
EH38E2776746|chr1|978457|SO_000165:chr1_978113_978457|ENCODE cCRE|https://screen.wenglab.org/downloads|978113
EH38E2776747|chr1|978793|SO_000165:chr1_978461_978793|ENCODE cCRE|https://screen.wenglab.org/downloads|978461
EH38E2776747|chr1|978793|SO_000165:chr1_978461_978793|ENCODE cCRE|https://screen.wenglab.org/downloads|978461
EH38E2776748|chr1|978989|SO_000165:chr1_978833_978989|ENCODE cCRE|https://screen.wenglab.org/downloads|978833
EH38E2776748|chr1|978989|SO_000165:chr1_978833_978989|ENCODE cCRE|https://screen.wenglab.org/downloads|978833
EH38E2776749|chr1|979353|SO_000165:chr1_979022_979353|ENCODE cCRE|https://screen.wenglab.org/downloads|979022
EH38E2776749|chr1|979353|SO_000165:chr1_979022_979353|ENCODE cCRE|https://screen.wenglab.org/downloads|979022
EH38E2776750|chr1|979691|SO_000165:chr1_979485_979691|ENCODE cCRE|https://screen.wenglab.org/downloads|979485
EH38E2776750|chr1|979691|SO_000165:chr1_979485_979691|ENCODE cCRE|https://screen.wenglab.org/downloads|979485
EH38E3951358|chr1|979971|SO_000165:chr1_979766_979971|ENCODE cCRE|https://screen.wenglab.org/downloads|979766
EH38E3951358|chr1|979971|SO_000165:chr1_979766_979971|ENCODE cCRE|https://screen.wenglab.org/downloads|979766
EH38E2776761|chr1|984402|SO_000165:chr1_984252_984402|ENCODE cCRE|https://screen.wenglab.org/downloads|984252
EH38E2776762|chr1|984619|SO_000165:chr1_984459_984619|ENCODE cCRE|https://screen.wenglab.org/downloads|984459
EH38E3951362|chr1|988433|SO_000165:chr1_988266_988433|ENCODE cCRE|https://screen.wenglab.org/downloads|988266
EH38E3951363|chr1|988986|SO_000165:chr1_988642_988986|ENCODE cCRE|https://screen.wenglab.org/downloads|988642
EH38E2776764|chr1|992148|SO_000165:chr1_991852_992148|ENCODE cCRE|https://screen.wenglab.org/downloads|991852
EH38E1310331|chr1|992738|SO_000165:chr1_992496_992738|ENCODE cCRE|https://screen.wenglab.org/downloads|992496
EH38E2776765|chr1|993201|SO_000165:chr1_992918_993201|ENCODE cCRE|https://screen.wenglab.org/downloads|992918
EH38E2776766|chr1|993416|SO_000165:chr1_993264_993416|ENCODE cCRE|https://screen.wenglab.org/downloads|993264
EH38E2776769|chr1|995083|SO_000165:chr1_994739_995083|ENCODE cCRE|https://screen.wenglab.org/downloads|994739
